gene_id gene_name pvalue
ENSG00000000003.10 TSPAN6 0.988323111086176
ENSG00000000419.8 DPM1 0.7818391866005
ENSG00000000457.9 SCYL3 0.682382645591547
ENSG00000000460.12 C1orf112 0.881056303607209
ENSG00000000938.8 FGR 0.668553163157155
ENSG00000000971.11 CFH 0.497385586440648
ENSG00000001036.9 FUCA2 0.571779320790325
ENSG00000001084.6 GCLC 0.997578320933708
ENSG00000001167.10 NFYA 0.935550633862435
ENSG00000001460.13 STPG1 0.376421315490998
ENSG00000001461.12 NIPAL3 0.547202302362564
ENSG00000001497.12 LAS1L 0.209436928679596
ENSG00000001561.6 ENPP4 0.0866514668773962
ENSG00000001617.7 SEMA3F 0.515555086525307
ENSG00000001626.10 CFTR 0.9456169576655
ENSG00000001629.5 ANKIB1 0.884643856778145
ENSG00000001630.11 CYP51A1 0.691611282153725
ENSG00000001631.10 KRIT1 0.604595287610706
ENSG00000002016.12 RAD52 0.267740010638896
ENSG00000002330.9 BAD 0.0804298885248164
ENSG00000002549.8 LAP3 0.730553451223481
ENSG00000002586.13 CD99 0.210101215709992
ENSG00000002587.5 HS3ST1 0.448582853872647
ENSG00000002745.8 WNT16 0.982779953527471
ENSG00000002746.10 HECW1 0.983258364801708
ENSG00000002822.11 MAD1L1 0.118199419550074
ENSG00000002834.13 LASP1 0.45252170381997
ENSG00000002919.10 SNX11 0.986997404107854
ENSG00000002933.3 TMEM176A 0.657050626918007
ENSG00000003056.3 M6PR 0.333121345594289
ENSG00000003096.9 KLHL13 0.0938540579897714
ENSG00000003137.4 CYP26B1 0.400498912886705
ENSG00000003147.13 ICA1 0.32278161537513
ENSG00000003249.9 DBNDD1 0.348060568800881
ENSG00000003393.10 ALS2 0.604280446243685
ENSG00000003400.10 CASP10 0.337013931968646
ENSG00000003402.15 CFLAR 0.894695585661782
ENSG00000003436.10 TFPI 0.639565566505057
ENSG00000003509.11 NDUFAF7 0.537854649301501
ENSG00000003756.12 RBM5 0.0379169269595381
ENSG00000003987.9 MTMR7 0.574546849524066
ENSG00000003989.12 SLC7A2 0.912704324450437
ENSG00000004059.6 ARF5 0.0889310167847178
ENSG00000004139.9 SARM1 0.71961216608853
ENSG00000004142.7 POLDIP2 0.31382791620323103
ENSG00000004399.8 PLXND1 0.121097345287942
ENSG00000004455.12 AK2 0.478219530997786
ENSG00000004468.8 CD38 0.65283421651278
ENSG00000004478.5 FKBP4 0.136781803572578
ENSG00000004487.11 KDM1A 0.173361462200815
ENSG00000004534.10 RBM6 0.333799666336107
ENSG00000004660.10 CAMKK1 0.780407623976745
ENSG00000004700.11 RECQL 0.195304223165586
ENSG00000004766.11 CCDC132 0.0469737162747992
ENSG00000004776.7 HSPB6 0.0553573636122842
ENSG00000004777.14 ARHGAP33 0.178189646201177
ENSG00000004779.5 NDUFAB1 0.050425183761616
ENSG00000004799.7 PDK4 0.143933125012601
ENSG00000004838.9 ZMYND10 0.285881169642735
ENSG00000004848.6 ARX 0.174810477662529
ENSG00000004864.9 SLC25A13 0.46978134839079
ENSG00000004866.14 ST7 0.0487451409519427
ENSG00000004897.7 CDC27 0.58456918621181
ENSG00000004961.10 HCCS 0.56819179729551506
ENSG00000004975.7 DVL2 0.0512253335242437
ENSG00000005007.8 UPF1 0.0945118704084678
ENSG00000005020.8 SKAP2 0.380021100958886
