gene_id gene_name pvalue
ENSG00000000003 TSPAN6 0.696289987234973
ENSG00000000419 DPM1 0.0890820282012523
ENSG00000000457 SCYL3 0.336116002460997
ENSG00000000460 C1orf112 0.346365837633525
ENSG00000000938 FGR 0.0764735267176698
ENSG00000000971 CFH 0.610028894869907
ENSG00000001036 FUCA2 0.385104251297888
ENSG00000001084 GCLC 0.395926979119977
ENSG00000001167 NFYA 0.313303265143077
ENSG00000001460 STPG1 0.0590474823991666
ENSG00000001461 NIPAL3 0.140621387136706
ENSG00000001497 LAS1L 0.505012219527417
ENSG00000001561 ENPP4 0.132550637554968
ENSG00000001617 SEMA3F 0.272879542267563
ENSG00000001626 CFTR 0.578137767686405
ENSG00000001629 ANKIB1 0.576421226326613
ENSG00000001630 CYP51A1 0.965449840143265
ENSG00000001631 KRIT1 0.0984585094926309
ENSG00000002016 RAD52 0.0484755594948941
ENSG00000002079 MYH16 0.874316652469452
ENSG00000002330 BAD 0.134758161871015
ENSG00000002549 LAP3 0.775819807209482
ENSG00000002586 CD99 0.0427165018116726
ENSG00000002587 HS3ST1 0.0505801884054456
ENSG00000002745 WNT16 0.553569347879257
ENSG00000002746 HECW1 0.292286486481932
ENSG00000002822 MAD1L1 0.474834292429918
ENSG00000002834 LASP1 0.956085250009063
ENSG00000002919 SNX11 0.716769455549024
ENSG00000002933 TMEM176A 0.486522515746011
ENSG00000003056 M6PR 0.128330857736494
ENSG00000003096 KLHL13 0.314881354114533
ENSG00000003137 CYP26B1 0.232858652687716
ENSG00000003147 ICA1 0.68217178341209594
ENSG00000003249 DBNDD1 0.310512006047388
ENSG00000003393 ALS2 0.105406909006346
ENSG00000003400 CASP10 0.883560831165416
ENSG00000003402 CFLAR 0.174630439707082
ENSG00000003436 TFPI 0.62231925574227
ENSG00000003509 NDUFAF7 0.333183673511638
ENSG00000003756 RBM5 0.28919341198633
ENSG00000003987 MTMR7 0.649938339416454
ENSG00000003989 SLC7A2 0.0687878266484212
ENSG00000004059 ARF5 0.196076309666022
ENSG00000004139 SARM1 0.961661862885487
ENSG00000004142 POLDIP2 0.391219161629294
ENSG00000004399 PLXND1 0.494020093648139
ENSG00000004455 AK2 0.284834312533016
ENSG00000004468 CD38 0.0237332035430404
ENSG00000004478 FKBP4 0.0107463307334173
ENSG00000004487 KDM1A 0.16618483319679
ENSG00000004534 RBM6 0.142243008189465
ENSG00000004660 CAMKK1 0.0807152995235321
ENSG00000004700 RECQL 0.344634598309695
ENSG00000004766 CCDC132 0.209746413065718
ENSG00000004776 HSPB6 0.646684156594649
ENSG00000004777 ARHGAP33 0.915311237578615
ENSG00000004779 NDUFAB1 0.367641683965302
ENSG00000004799 PDK4 0.00266659752746586
ENSG00000004838 ZMYND10 0.735272238552794
ENSG00000004848 ARX 0.672292143427899
ENSG00000004864 SLC25A13 0.56436140055674
ENSG00000004866 ST7 0.543536998854069
ENSG00000004897 CDC27 0.247495695768705
ENSG00000004961 HCCS 0.0625465011616502
ENSG00000004975 DVL2 0.0926164414958218
ENSG00000005007 UPF1 0.26258945947959
ENSG00000005020 SKAP2 0.684284651425674
ENSG00000005022 SLC25A5 0.187390435749863
ENSG00000005059 CCDC109B 0.270418022489848
ENSG00000005075 POLR2J 0.832295983106937
ENSG00000005100 DHX33 0.403913701764838
ENSG00000005108 THSD7A 0.290880045142866
ENSG00000005156 LIG3 0.141507525855907
ENSG00000005175 RPAP3 0.221106726580918
ENSG00000005189 AC004381.6 0.528857256036635
ENSG00000005194 CIAPIN1 0.0568544059782129
ENSG00000005206 SPPL2B 0.932772836886791
ENSG00000005238 FAM214B 0.524706567895003
ENSG00000005243 COPZ2 0.125715854545553
ENSG00000005249 PRKAR2B 0.190953483586892
ENSG00000005302 MSL3 0.12170919842399
ENSG00000005339 CREBBP 0.0419087012851892
ENSG00000005379 BZRAP1 0.919550378712532
ENSG00000005381 MPO 0.309629130718311
ENSG00000005421 PON1 0.60559089633625
ENSG00000005436 GCFC2 0.600195359592952
ENSG00000005448 WDR54 0.397330412834413
ENSG00000005469 CROT 0.59442665408566
ENSG00000005471 ABCB4 0.908014912156226
ENSG00000005483 MLL5 0.207255622959118
ENSG00000005486 RHBDD2 0.0547636782300673
ENSG00000005513 SOX8 0.437408020410676
ENSG00000005700 IBTK 0.826882897347963
ENSG00000005801 ZNF195 0.451491344769712
ENSG00000005810 MYCBP2 0.362522454098202
ENSG00000005812 FBXL3 0.420108447131162
ENSG00000005844 ITGAL 0.789589732687691
ENSG00000005882 PDK2 0.239144092119641
ENSG00000005884 ITGA3 0.746554933978543
ENSG00000005889 ZFX 0.137410527608367
