gene_id gene_name pvalue
ENSG00000000003.10 TSPAN6 0.35858759183283123
ENSG00000000419.8 DPM1 0.47204180152272723
ENSG00000000457.9 SCYL3 1
ENSG00000000460.12 C1orf112 0.42384349428730844
ENSG00000000938.8 FGR 1
ENSG00000000971.11 CFH 1
ENSG00000001036.9 FUCA2 0.6841183205001041
ENSG00000001084.6 GCLC 0.09429422610469175
ENSG00000001167.10 NFYA 0.5031503523571678
ENSG00000001460.13 STPG1 0.3449448540031621
ENSG00000001461.12 NIPAL3 0.7263744795308161
ENSG00000001497.12 LAS1L 0.5771912453841866
ENSG00000001561.6 ENPP4 1
ENSG00000001617.7 SEMA3F 1
ENSG00000001626.10 CFTR 1
ENSG00000001629.5 ANKIB1 0.6354594155228916
ENSG00000001630.11 CYP51A1 0.785281513471387
ENSG00000001631.10 KRIT1 0.1495392928486384
ENSG00000002016.12 RAD52 0.7298445156543109
ENSG00000002330.9 BAD 0.911047232500655
ENSG00000002549.8 LAP3 0.16829446429990616
ENSG00000002586.13 CD99 1
ENSG00000002587.5 HS3ST1 0.08271338633597651
ENSG00000002745.8 WNT16 1
ENSG00000002746.10 HECW1 0.7425320797219075
ENSG00000002822.11 MAD1L1 0.5356209865873888
ENSG00000002834.13 LASP1 0.5234803555633425
ENSG00000002919.10 SNX11 1
ENSG00000002933.3 TMEM176A 0.3361853348394969
ENSG00000003056.3 M6PR 0.5389510237444394
ENSG00000003096.9 KLHL13 0.6979053666757555
ENSG00000003137.4 CYP26B1 0.8084032992545074
ENSG00000003147.13 ICA1 1
ENSG00000003249.9 DBNDD1 1
ENSG00000003393.10 ALS2 0.16532252139986603
ENSG00000003400.10 CASP10 0.15531409107391622
ENSG00000003402.15 CFLAR 0.4409230368037931
ENSG00000003436.10 TFPI 1
ENSG00000003509.11 NDUFAF7 0.026932613500809995
ENSG00000003756.12 RBM5 0.43266362047370494
ENSG00000003987.9 MTMR7 1
ENSG00000003989.12 SLC7A2 0.46615986539461074
ENSG00000004059.6 ARF5 0.20395288112400353
ENSG00000004139.9 SARM1 0.14430258165387633
ENSG00000004142.7 POLDIP2 0.6515031668236665
ENSG00000004399.8 PLXND1 0.2725604443802907
ENSG00000004455.12 AK2 1
ENSG00000004468.8 CD38 0.2859764297110535
ENSG00000004478.5 FKBP4 0.40106763680645047
ENSG00000004487.11 KDM1A 0.6420032595914811
ENSG00000004534.10 RBM6 0.7019727354925048
ENSG00000004660.10 CAMKK1 0.7219083634942174
ENSG00000004700.11 RECQL 0.48976126590374297
ENSG00000004766.11 CCDC132 0.21085311390446956
ENSG00000004776.7 HSPB6 0.6866475949065936
