gene_id gene_name pvalue
ENSG00000000003.10 TSPAN6 0.131370895782413
ENSG00000000419.8 DPM1 0.937284573247961
ENSG00000000457.9 SCYL3 0.571369811291651
ENSG00000000460.12 C1orf112 0.404314072939864
ENSG00000000938.8 FGR 0.301824463490363
ENSG00000000971.11 CFH 0.338668322634583
ENSG00000001036.9 FUCA2 0.41552766782663503
ENSG00000001084.6 GCLC 0.121905004487437
ENSG00000001167.10 NFYA 0.529041919289613
ENSG00000001460.13 STPG1 0.0177370619581572
ENSG00000001461.12 NIPAL3 0.0497665767204563
ENSG00000001497.12 LAS1L 0.639888777342445
ENSG00000001561.6 ENPP4 0.248991202370791
ENSG00000001617.7 SEMA3F 0.652533698337797
ENSG00000001626.10 CFTR 0.757170860822635
ENSG00000001629.5 ANKIB1 0.508335387206616
ENSG00000001630.11 CYP51A1 0.491506379091837
ENSG00000001631.10 KRIT1 0.75656054238274
ENSG00000002016.12 RAD52 0.0553709987133115
ENSG00000002330.9 BAD 0.374633611809852
ENSG00000002549.8 LAP3 0.656471032589273
ENSG00000002586.13 CD99 0.992368025766234
ENSG00000002587.5 HS3ST1 0.256235784960129
ENSG00000002745.8 WNT16 0.959536111687782
ENSG00000002746.10 HECW1 0.161416123683987
ENSG00000002822.11 MAD1L1 0.549018118209641
ENSG00000002834.13 LASP1 0.648658824694576
ENSG00000002919.10 SNX11 0.256745837840384
ENSG00000002933.3 TMEM176A 0.360226833669329
ENSG00000003056.3 M6PR 0.140983699364297
ENSG00000003096.9 KLHL13 0.0324445601246416
ENSG00000003137.4 CYP26B1 0.0434060585863037
ENSG00000003147.13 ICA1 0.614029007155985
ENSG00000003249.9 DBNDD1 0.00519192991569028
ENSG00000003393.10 ALS2 0.873944100460458
ENSG00000003400.10 CASP10 0.817521098426515
ENSG00000003402.15 CFLAR 0.780256878870299
ENSG00000003436.10 TFPI 0.630316372599462
ENSG00000003509.11 NDUFAF7 0.910574956545556
ENSG00000003756.12 RBM5 0.25433109454135
ENSG00000003987.9 MTMR7 0.164923594839739
ENSG00000003989.12 SLC7A2 0.364400981133587
ENSG00000004059.6 ARF5 0.478740590060342
ENSG00000004139.9 SARM1 0.399659991257804
ENSG00000004142.7 POLDIP2 0.449881026944399
ENSG00000004399.8 PLXND1 0.229891328044183
ENSG00000004455.12 AK2 0.618580123791871
ENSG00000004468.8 CD38 0.347866295699051
ENSG00000004478.5 FKBP4 0.435190121310647
ENSG00000004487.11 KDM1A 0.291680505356125
ENSG00000004534.10 RBM6 0.97944240100282
ENSG00000004660.10 CAMKK1 0.434213581410095
ENSG00000004700.11 RECQL 0.708768671468999
ENSG00000004766.11 CCDC132 0.42152865900854
ENSG00000004776.7 HSPB6 0.508359819496992
ENSG00000004777.14 ARHGAP33 0.137754447152065
ENSG00000004779.5 NDUFAB1 0.245278822140312
ENSG00000004799.7 PDK4 0.888994220949197
