gene_id gene_name pvalue
ENSG00000000003.10 TSPAN6 1
ENSG00000000419.8 DPM1 1
ENSG00000000457.9 SCYL3 1
ENSG00000000460.12 C1orf112 1
ENSG00000000938.8 FGR 0.7145440389901965
ENSG00000000971.11 CFH 1
ENSG00000001036.9 FUCA2 1
ENSG00000001084.6 GCLC 0.09188843414998571
ENSG00000001167.10 NFYA 0.6840844208368019
ENSG00000001460.13 STPG1 1
ENSG00000001461.12 NIPAL3 1
ENSG00000001497.12 LAS1L 1
ENSG00000001561.6 ENPP4 1
ENSG00000001617.7 SEMA3F 1
ENSG00000001626.10 CFTR 0.9118445321798349
ENSG00000001629.5 ANKIB1 1
ENSG00000001630.11 CYP51A1 1
ENSG00000001631.10 KRIT1 1
ENSG00000002016.12 RAD52 1
ENSG00000002330.9 BAD 0.5676944950023664
ENSG00000002549.8 LAP3 1
ENSG00000002586.13 CD99 1
ENSG00000002587.5 HS3ST1 1
ENSG00000002745.8 WNT16 0.23632701748320045
ENSG00000002746.10 HECW1 1
ENSG00000002822.11 MAD1L1 1
ENSG00000002834.13 LASP1 0.7660723502126578
ENSG00000002919.10 SNX11 0.1992325214525662
ENSG00000002933.3 TMEM176A 1
ENSG00000003056.3 M6PR 0.9518260204628776
ENSG00000003096.9 KLHL13 0.36584269675291586
ENSG00000003137.4 CYP26B1 1
ENSG00000003147.13 ICA1 1
ENSG00000003249.9 DBNDD1 0.3236353171808423
ENSG00000003393.10 ALS2 1
ENSG00000003400.10 CASP10 1
ENSG00000003402.15 CFLAR 0.2839575993587845
ENSG00000003436.10 TFPI 1
ENSG00000003509.11 NDUFAF7 0.7542955187762302
ENSG00000003756.12 RBM5 0.9063965580225724
ENSG00000003987.9 MTMR7 1
ENSG00000003989.12 SLC7A2 1
ENSG00000004059.6 ARF5 0.5097011757899887
ENSG00000004139.9 SARM1 0.4478452107567644
ENSG00000004142.7 POLDIP2 1
ENSG00000004399.8 PLXND1 1
ENSG00000004455.12 AK2 0.36520209920100877
ENSG00000004468.8 CD38 0.14714735069477242
ENSG00000004478.5 FKBP4 1
ENSG00000004487.11 KDM1A 0.2954314420307191
ENSG00000004534.10 RBM6 0.7699690343929777
ENSG00000004660.10 CAMKK1 1
ENSG00000004700.11 RECQL 1
ENSG00000004766.11 CCDC132 1
ENSG00000004776.7 HSPB6 0.5274603836653381
ENSG00000004777.14 ARHGAP33 0.0039620213354596406
ENSG00000004779.5 NDUFAB1 1
ENSG00000004799.7 PDK4 1
ENSG00000004838.9 ZMYND10 0.44200692818098575
ENSG00000004848.6 ARX 0.20302677607733086
ENSG00000004864.9 SLC25A13 0.10412378137839388
ENSG00000004866.14 ST7 0.4170904121111246
ENSG00000004897.7 CDC27 1
ENSG00000004961.10 HCCS 1
ENSG00000004975.7 DVL2 0.2545188216850073
ENSG00000005007.8 UPF1 0.022283035144644126
ENSG00000005020.8 SKAP2 1
ENSG00000005022.5 SLC25A5 1
ENSG00000005059.11 CCDC109B 1
ENSG00000005075.11 POLR2J 1
ENSG00000005100.8 DHX33 0.33742155651281897
ENSG00000005108.11 THSD7A 1
ENSG00000005156.7 LIG3 1
ENSG00000005175.5 RPAP3 1
ENSG00000005189.15 AC004381.6 0.6241076759744567
ENSG00000005194.10 CIAPIN1 0.4197500717471331
ENSG00000005206.12 SPPL2B 0.20898083281670574
ENSG00000005238.15 FAM214B 0.04838313151198889
ENSG00000005243.5 COPZ2 0.10536470891589145
ENSG00000005249.8 PRKAR2B 1
ENSG00000005302.13 MSL3 1
ENSG00000005339.8 CREBBP 1
ENSG00000005379.11 BZRAP1 0.1463561625366149
ENSG00000005381.6 MPO 1
ENSG00000005421.4 PON1 1
ENSG00000005436.9 GCFC2 0.5065575028545629
ENSG00000005448.12 WDR54 1
ENSG00000005469.7 CROT 0.4567628620119518
ENSG00000005471.11 ABCB4 1
ENSG00000005483.15 KMT2E 0.4340754446969805
ENSG00000005486.12 RHBDD2 1
ENSG00000005513.9 SOX8 0.035979118138497725
ENSG00000005700.10 IBTK 1
ENSG00000005801.12 ZNF195 0.46280900782126
ENSG00000005810.13 MYCBP2 1
ENSG00000005812.6 FBXL3 1
ENSG00000005844.13 ITGAL 1
ENSG00000005882.7 PDK2 0.3552842162405354
ENSG00000005884.13 ITGA3 0.4957228185589414
ENSG00000005889.11 ZFX 0.8612957007400437
ENSG00000005893.11 LAMP2 1
ENSG00000005955.8 GGNBP2 0.093260696257324055
ENSG00000005961.13 ITGA2B 1
ENSG00000005981.8 ASB4 1
ENSG00000006007.7 GDE1 0.9167150546299382
ENSG00000006015.13 C19orf60 0.6089532678345086
ENSG00000006016.6 CRLF1 1
ENSG00000006025.7 OSBPL7 0.3900499715862042
ENSG00000006042.7 TMEM98 1
ENSG00000006047.8 YBX2 1
ENSG00000006062.9 MAP3K14 1
ENSG00000006071.7 ABCC8 1
ENSG00000006114.11 SYNRG 1
ENSG00000006116.3 CACNG3 0.7827662176877911
ENSG00000006118.10 TMEM132A 0.03689014284994918
ENSG00000006125.12 AP2B1 1
ENSG00000006128.7 TAC1 1
ENSG00000006194.6 ZNF263 0.07368746150083409
ENSG00000006210.6 CX3CL1 0.44156764687830735
ENSG00000006282.15 SPATA20 0.24172883748966173
ENSG00000006283.13 CACNA1G 0.8890299294791569
ENSG00000006377.9 DLX6 0.29872566485734364
ENSG00000006432.11 MAP3K9 0.6171946923461397
ENSG00000006451.3 RALA 1
ENSG00000006453.9 BAIAP2L1 0.47368887101696894
ENSG00000006459.6 JHDM1D 0.6384736384096248
ENSG00000006468.9 ETV1 1
ENSG00000006530.11 AGK 1
ENSG00000006534.11 ALDH3B1 1
ENSG00000006555.6 TTC22 1
ENSG00000006576.12 PHTF2 1
ENSG00000006607.9 FARP2 0.10827201497111846
ENSG00000006611.11 USH1C 1
ENSG00000006625.13 GGCT 1
ENSG00000006634.3 DBF4 0.2111146056119446
ENSG00000006652.9 IFRD1 1
ENSG00000006695.6 COX10 1
ENSG00000006704.6 GTF2IRD1 0.026409786616596324
ENSG00000006712.10 PAF1 0.8212795879304974
ENSG00000006715.11 VPS41 1
ENSG00000006740.12 ARHGAP44 1
ENSG00000006744.14 ELAC2 1
ENSG00000006747.10 SCIN 1
ENSG00000006756.11 ARSD 0.03461385304656536
ENSG00000006757.7 PNPLA4 0.8384066231890236
ENSG00000006831.9 ADIPOR2 1
ENSG00000006837.7 CDKL3 1
ENSG00000007001.8 UPP2 1
ENSG00000007047.10 MARK4 0.0540148132483552
ENSG00000007062.7 PROM1 0.4771120532328666
ENSG00000007080.6 CCDC124 0.8907318072900594
ENSG00000007168.8 PAFAH1B1 1
ENSG00000007171.12 NOS2 1
ENSG00000007174.13 DNAH9 0.3311527691483298
ENSG00000007202.10 KIAA0100 0.267031517756027
ENSG00000007237.14 GAS7 1
ENSG00000007255.6 TRAPPC6A 0.331261515048873
ENSG00000007264.9 MATK 1
ENSG00000007341.14 ST7L 1
ENSG00000007372.16 PAX6 1
ENSG00000007376.3 RPUSD1 0.7325445208223591
ENSG00000007384.11 RHBDF1 0.01880024781900914
ENSG00000007392.12 LUC7L 0.8695734445156467
ENSG00000007402.7 CACNA2D2 1
ENSG00000007516.9 BAIAP3 0.7060276885106443
ENSG00000007520.3 TSR3 0.5460073485679758
ENSG00000007541.10 PIGQ 0.04183867744931356
ENSG00000007545.11 CRAMP1L 0.4728414656665567
ENSG00000007866.14 TEAD3 1
ENSG00000007923.11 DNAJC11 0.1681074885235052
ENSG00000007944.10 MYLIP 0.8260017196008447
ENSG00000008018.8 PSMB1 1
ENSG00000008056.8 SYN1 0.5240355813355441
ENSG00000008083.9 JARID2 0.542073044093933
ENSG00000008086.6 CDKL5 1
ENSG00000008118.5 CAMK1G 1
ENSG00000008128.18 CDK11A 1
ENSG00000008130.11 NADK 0.15524511476513006
ENSG00000008226.15 DLEC1 1
ENSG00000008256.11 CYTH3 1
ENSG00000008277.10 ADAM22 1
ENSG00000008282.3 SYPL1 0.04845291767876417
ENSG00000008283.11 CYB561 0.32462849411916544
ENSG00000008294.16 SPAG9 1
ENSG00000008300.10 CELSR3 0.6540869564075361
ENSG00000008311.10 AASS 0.8463748582455006
ENSG00000008324.6 SS18L2 0.696569723921692
ENSG00000008382.11 MPND 1
ENSG00000008394.8 MGST1 1
ENSG00000008405.7 CRY1 1
ENSG00000008441.12 NFIX 0.5558375537281962
ENSG00000008513.10 ST3GAL1 0.3483699215483166
ENSG00000008517.12 IL32 1
ENSG00000008710.13 PKD1 0.22100061889928455
ENSG00000008735.10 MAPK8IP2 0.09926217145831746
ENSG00000008838.13 MED24 0.7740645291099894
ENSG00000008853.12 RHOBTB2 0.2847804523036039
ENSG00000008869.7 HEATR5B 1
ENSG00000008952.12 SEC62 1
ENSG00000008988.5 RPS20 0.6518121510051973
ENSG00000009307.11 CSDE1 1
ENSG00000009335.13 UBE3C 1
ENSG00000009413.11 REV3L 0.6946411193963694
ENSG00000009694.9 TENM1 1
ENSG00000009709.7 PAX7 1
ENSG00000009724.12 MASP2 1
ENSG00000009780.11 FAM76A 0.44257430516000623
ENSG00000009790.10 TRAF3IP3 0.7669054756487151
ENSG00000009830.7 POMT2 0.09376202137385337
ENSG00000009844.11 VTA1 1
ENSG00000009950.11 MLXIPL 0.11179790938608038
ENSG00000009954.6 BAZ1B 0.7054603505359268
ENSG00000010017.9 RANBP9 1
ENSG00000010072.11 SPRTN 1
ENSG00000010165.15 METTL13 1
ENSG00000010219.9 DYRK4 1
ENSG00000010244.12 ZNF207 1
ENSG00000010256.6 UQCRC1 0.5976686191964472
ENSG00000010270.9 STARD3NL 0.33053616393233476
ENSG00000010278.7 CD9 0.7356255072567631
ENSG00000010282.10 HHATL 0.6637715261007501
ENSG00000010292.8 NCAPD2 1
ENSG00000010295.15 IFFO1 0.5925384631067934
ENSG00000010310.4 GIPR 1
ENSG00000010318.15 PHF7 1
ENSG00000010319.2 SEMA3G 1
ENSG00000010322.11 NISCH 0.41404581462929085
ENSG00000010327.6 STAB1 1
ENSG00000010361.9 FUZ 1
ENSG00000010379.11 SLC6A13 0.02977612619925397
ENSG00000010404.13 IDS 1
ENSG00000010438.12 PRSS3 1
ENSG00000010539.7 ZNF200 1
ENSG00000010610.5 CD4 0.5501237406446826
ENSG00000010626.10 LRRC23 1
ENSG00000010671.11 BTK 1
ENSG00000010704.14 HFE 0.054418162718885846
ENSG00000010803.12 SCMH1 1
ENSG00000010810.13 FYN 0.3068335921960934
ENSG00000010818.4 HIVEP2 1
ENSG00000011007.8 TCEB3 0.7948069819937426
ENSG00000011009.6 LYPLA2 0.4988662118217386
ENSG00000011021.17 CLCN6 1
ENSG00000011028.9 MRC2 0.09315764420289473
ENSG00000011052.17 NME2 1
ENSG00000011083.4 SLC6A7 0.7730557442007315
ENSG00000011105.7 TSPAN9 1
ENSG00000011114.10 BTBD7 1
ENSG00000011132.7 APBA3 0.21714915157724457
ENSG00000011143.12 MKS1 1
ENSG00000011198.3 ABHD5 0.11205282691619073
ENSG00000011201.6 KAL1 0.4387431486126645
ENSG00000011243.13 AKAP8L 0.6563830485792083
ENSG00000011258.11 MBTD1 0.3247039723322836
ENSG00000011260.9 UTP18 0.22191406051896992
ENSG00000011275.14 RNF216 0.2479910165051694
ENSG00000011295.11 TTC19 1
ENSG00000011304.12 PTBP1 0.3009902284361341
ENSG00000011332.15 DPF1 0.7175876809199205
ENSG00000011347.5 SYT7 1
ENSG00000011376.5 LARS2 1
ENSG00000011405.9 PIK3C2A 0.34645919954787996
ENSG00000011422.7 PLAUR 0.40448320387700554
ENSG00000011426.6 ANLN 0.9269532092153754
ENSG00000011451.13 WIZ 0.054785915818867464
ENSG00000011454.12 RABGAP1 1
ENSG00000011465.12 DCN 0.039953761492881795
ENSG00000011478.7 QPCTL 0.549318464037467
ENSG00000011485.10 PPP5C 0.6720291454996494
ENSG00000011523.9 CEP68 0.7955939170609154
ENSG00000011566.10 MAP4K3 1
ENSG00000011590.9 ZBTB32 1
ENSG00000011600.7 TYROBP 1
ENSG00000011638.6 TMEM159 1
ENSG00000011677.8 GABRA3 1
