gene_id gene_name pvalue
ENSG00000000003 TSPAN6 0.531564641931058
ENSG00000000419 DPM1 0.343318111015303
ENSG00000000457 SCYL3 0.616088283935466
ENSG00000000460 C1orf112 0.319726119383461
ENSG00000000938 FGR 0.191124150449114
ENSG00000000971 CFH 0.536177562816885
ENSG00000001036 FUCA2 0.283802676194427
ENSG00000001084 GCLC 0.223878219726162
ENSG00000001167 NFYA 0.0711774585187373
ENSG00000001460 STPG1 0.382897813337296
ENSG00000001461 NIPAL3 0.0917748685731877
ENSG00000001497 LAS1L 0.343625191772108
ENSG00000001561 ENPP4 0.15054995942539
ENSG00000001617 SEMA3F 0.711027515054081
ENSG00000001626 CFTR 0.266191287132593
ENSG00000001629 ANKIB1 0.120291784857509
ENSG00000001630 CYP51A1 0.398899109189322
ENSG00000001631 KRIT1 0.171168730019407
ENSG00000002016 RAD52 0.0698974273255388
ENSG00000002079 MYH16 0.765105227594241
ENSG00000002330 BAD 0.79256097964574
ENSG00000002549 LAP3 0.944527167240739
ENSG00000002586 CD99 0.802585645923431
ENSG00000002587 HS3ST1 0.189183581261591
ENSG00000002745 WNT16 0.322438232413484
ENSG00000002746 HECW1 0.814576090653778
ENSG00000002822 MAD1L1 0.512872326426964
ENSG00000002834 LASP1 0.565599068521866
ENSG00000002919 SNX11 0.567479966820162
ENSG00000002933 TMEM176A 0.684916905832403
ENSG00000003056 M6PR 0.296154259003146
ENSG00000003096 KLHL13 0.0420677914647189
ENSG00000003137 CYP26B1 0.0361277125170406
ENSG00000003147 ICA1 0.926148060314242
ENSG00000003249 DBNDD1 0.263188936464141
ENSG00000003393 ALS2 0.0664935717593034
ENSG00000003400 CASP10 0.689653417725007
ENSG00000003402 CFLAR 0.0830895269518189
ENSG00000003436 TFPI 0.64710909049888
ENSG00000003509 NDUFAF7 0.125253281922063
ENSG00000003756 RBM5 0.0703468641087919
ENSG00000003987 MTMR7 0.737010558562821
ENSG00000003989 SLC7A2 0.156084527064914
ENSG00000004059 ARF5 0.691027013182509
ENSG00000004139 SARM1 0.911518841620436
ENSG00000004142 POLDIP2 0.814836798276692
ENSG00000004399 PLXND1 0.598453719674089
ENSG00000004455 AK2 0.352601105381322
ENSG00000004468 CD38 0.114323517718963
ENSG00000004478 FKBP4 0.104687579921866
ENSG00000004487 KDM1A 0.602516868487649
ENSG00000004534 RBM6 0.118389797119209
ENSG00000004660 CAMKK1 0.982742015503715
ENSG00000004700 RECQL 0.0746108152809518
ENSG00000004766 CCDC132 0.0485717543035341
ENSG00000004776 HSPB6 0.5010389473626
ENSG00000004777 ARHGAP33 0.610484716788286
ENSG00000004779 NDUFAB1 0.811373473866059
ENSG00000004799 PDK4 0.570410002402666
ENSG00000004838 ZMYND10 0.756491661501139
ENSG00000004848 ARX 0.628055058352242
ENSG00000004864 SLC25A13 0.0288708272258744
ENSG00000004866 ST7 0.144024106602409
ENSG00000004897 CDC27 0.253941005008266
ENSG00000004961 HCCS 0.31714502478019
ENSG00000004975 DVL2 0.356971775741017
ENSG00000005007 UPF1 0.691055108400236
ENSG00000005020 SKAP2 0.217039515299443
ENSG00000005022 SLC25A5 0.859048638558753
ENSG00000005059 CCDC109B 0.712905445479772
ENSG00000005075 POLR2J 0.560660167223342
ENSG00000005100 DHX33 0.981504522085701
ENSG00000005108 THSD7A 0.39571730405446
ENSG00000005156 LIG3 0.66493411151639
ENSG00000005175 RPAP3 0.148350619462329
ENSG00000005189 AC004381.6 0.932256626685809
ENSG00000005194 CIAPIN1 0.222838566518027
ENSG00000005206 SPPL2B 0.884133499307642
ENSG00000005238 FAM214B 0.465233074206178
ENSG00000005243 COPZ2 0.931225923404731
ENSG00000005249 PRKAR2B 0.186705756720491
ENSG00000005302 MSL3 0.192715581175659
ENSG00000005339 CREBBP 0.496607218830855
ENSG00000005379 BZRAP1 0.551062478609803
ENSG00000005381 MPO 0.0953841272630674
ENSG00000005421 PON1 0.845414271977991
ENSG00000005436 GCFC2 0.509375594658872
ENSG00000005448 WDR54 0.447547406575273
ENSG00000005469 CROT 0.769289731509633
ENSG00000005471 ABCB4 0.712570629524437
ENSG00000005483 MLL5 0.0939301253004669
ENSG00000005486 RHBDD2 0.400749576307451
ENSG00000005513 SOX8 0.704548021026829
ENSG00000005700 IBTK 0.378435909204064
ENSG00000005801 ZNF195 0.990716813481673
ENSG00000005810 MYCBP2 0.252025150560781
ENSG00000005812 FBXL3 0.281207873904997
ENSG00000005844 ITGAL 0.78971684439342
ENSG00000005882 PDK2 0.437481894804909
ENSG00000005884 ITGA3 0.959246585477078
ENSG00000005889 ZFX 0.137175238657419
ENSG00000005893 LAMP2 0.186432814041518
ENSG00000005955 GGNBP2 0.304642614594764
ENSG00000005961 ITGA2B 0.541039305472433
ENSG00000005981 ASB4 0.618984129734359
ENSG00000006007 GDE1 0.447559097961305
ENSG00000006015 C19orf60 0.43071194484642
ENSG00000006016 CRLF1 0.265979660588434
ENSG00000006025 OSBPL7 0.612932684432958
ENSG00000006042 TMEM98 0.026279009065483
ENSG00000006047 YBX2 0.271937179882092
ENSG00000006062 MAP3K14 0.740460243198703
ENSG00000006071 ABCC8 0.721869004684122
ENSG00000006114 SYNRG 0.114370831873597
ENSG00000006116 CACNG3 0.0228762315694276
ENSG00000006118 TMEM132A 0.829310822716567
ENSG00000006125 AP2B1 0.831542081703538
ENSG00000006128 TAC1 0.368375285061873
ENSG00000006194 ZNF263 0.538309522775107
ENSG00000006210 CX3CL1 0.169286453947522
ENSG00000006282 SPATA20 0.301127563549039
ENSG00000006283 CACNA1G 0.226647136438614
ENSG00000006327 TNFRSF12A 0.475381567429242
ENSG00000006377 DLX6 0.810410840636173
ENSG00000006432 MAP3K9 0.64381181903348506
