geneSymbol	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells
PAX5	103.957260936753	0	0.177581570472575	0.0824573360576153	0	0	0.0477428129781032
MS4A1	1384.87717072037	0.15249540676387	11.178611342725	31.0120963831214	0	0.00170737973453885	21.8824550572985
BANK1	450.206098037164	5.02368461662859	0.258120748437396	0.165661592255827	0	3.50004867129561	12.1309830922194
CD79A	1543.1824794655	2.61489957756683	14.7825292709337	17.9604384395436	0	0.0265845439109248	0.372938453155234
FCRL2	111.021539558866	0	0.233152476052888	0.97499961442923	0	0.077320419186257	0.146455849442515
FCER2	259.943772824414	0	0.175271935628112	1.28405301912252	0	24.047981601443	0
TCL1A	499.325839153078	0	0.621764270316252	1.77482003814219	0	0.00987816961661278	0.175164859545677
CD79B	1418.99819217826	0	68.6721962654983	71.5836418606873	16.1015014281579	13.3324501624399	51.2281464578805
FCRL5	97.7135925320129	0	0.0589700403319604	0.636910315497787	0	0	0
STAP1	138.286915141561	0	21.3804099841481	3.33515499565944	0	1.70854763510656	25.1530117801517
POU2AF1	252.50059191597	6.72875305618915	15.7205153119919	15.9067310578308	3.9555862126	3.87314966538378	8.49762120972842
DPT	0	541.046267700494	0.0219398325235908	0.0376308256540799	0	0.0219500696447186	0
COL1A1	0.750138536287335	9897.8420998773	1.94516286801695	0.385989468504269	1.21817720212737	11.8134226968593	0.591613382032294
SFRP2	0	3567.29345551122	0	0.0152100229406017	0	4.25455971287531	0
LUM	0	3530.08009945967	0	0.602802806020236	0	7.07192203553378	0
COL14A1	0.217888542969903	94.7303654421675	0.0135756501320593	0.0749826952081877	0	0.00256093611559582	0
SFRP4	0.11257509013922	4467.38505838261	0.592701415383804	0.521129174919947	0	0.0330476888239225	0.101939257889849
CXCL14	0	3065.85456611598	0.685292596306437	0.075719414980507	0	2.72385731867759	0
ISLR	0.056932288437068	1075.2862818863	2.13517445575777	0.814175434149446	1.34274776660879	0.0280485236229254	0
COL3A1	0.0280634442995741	10547.0937800455	0.0736372280841234	0.972188197770196	0	13.347321340653	0
MFAP5	6.73707173272348	842.627623803298	6.79297211251987	10.433410245513	1.19638160578884	9.10201950565916	5.84849484617749
ADAM33	0.850927998969475	97.4387023076924	1.19861761800378	0.845851954259824	0	0.403772617644228	1.36616911064868
MEG3	1.38297547108636	367.989768236918	1.46785473040414	2.77938633395403	25.8379651626778	0.448288957492084	1.15291910572986
FBLN1	4.32128003779076	1020.63137275078	7.01093252776895	7.35026514258579	2.40181618930366	1.42097499394317	3.91081476267561
PTGIS	11.6147091550007	323.393949987572	11.022588034381	11.8906117903018	8.56202262828025	4.91742848695265	7.26924432600617
TMEM119	2.56322155310757	136.757999900739	3.93381768847975	2.86873892833708	2.47188204683364	3.31563533535571	2.44941884226636
CRISPLD2	0.943022428000073	215.942885990711	3.74954035918	1.28798624885649	6.03563148848738	6.9003641698068	0.8080916354156
SYNPO2	2.41278358532588	4.7425679269594	2.58882182539961	3.29609248707422	2.40457361215626	1.72046750485018	2.60201215676322
F3	5.88421865541156	97.0229746175243	8.36057780362143	7.18882077966794	2.76272278319973	5.12999662455363	8.42885853609887
PRELP	5.63130856025743	50.7626849846873	7.77855967673556	6.3001063935042	5.11845048649706	2.57959524716847	6.41045995342771
CLDN11	4.68686774986361	48.2485641395052	7.70494972133288	10.0495344037486	26.7077474916028	3.48051011335655	2.91106096691838
FOXP3	0	0	38.3927992962256	0.635413732839177	0	0	0
ANKRD55	0	0	4.17238466204749	0.308596932345998	0	0	0
TRAT1	0.0991886578025273	4.38129416974634	177.62077521021	292.244503022386	0	0	5.95004856576894
MDS2	6.31902752776036	0	4.4584620277374	1.76835798589395	0	0.141218828491311	0
IL2RA	23.3027241060566	0.0562497119414975	80.1118416527672	8.5208906089148	0.87093290412297	22.2891190519789	14.5351737965255
GCNT4	0	1.91878687596091	6.68656269110243	0.158341205005297	0.189994277783851	0	0
RCAN3	11.65260994052	0	67.1881198360993	35.7721296905354	0	6.3920592022399	3.14367827514828
TBC1D4	0.13096068942954	3.52981690222988	49.3331378395002	69.5224789710766	9.97892829688513	6.58523373397809	4.66562563216914
DGKA	61.4959239383568	11.9827915143005	277.926102030356	173.031227987248	76.8847275986013	22.7936847081091	38.4260702501582
CD8B	1.13955919554883	0	0	779.80084773768	0	0.374990770896303	46.6150103924766
JAKMIP1	0.0187089894867448	0	19.8601861161831	74.4114615081708	0	0	16.1468072504314
NAA16	17.3159115872747	1.70252105583967	16.0594448278998	37.5977405837583	12.888168650417	10.7718204480908	63.9448730577452
TSPYL1	159.381085590555	54.2219837086686	144.787882253011	121.455953733436	24.9295143795242	52.3742409094607	147.804057361318
HAUS3	30.0220683940018	6.93366123598491	26.9396816234253	39.279163185841	20.1191784281562	8.83796682195379	17.4441402663325
CDH5	0	0	0.297028966808963	0.142024557621201	375.625510208081	0	0
VWF	0	0	0	0.206052915361894	782.71108071997	0.13207650215352	0
CLEC14A	0	0	0	0.59456896706062	764.851582142918	0	0
STAB2	0	0.112501080727615	0.197441820723082	0.0918129702913444	0	0	0
SLCO2A1	0	0	0.255449398811049	0.53844382778737	697.712117295773	0	0
CLDN5	0	0	0	1.13572435283484	888.186692864463	0	0
MMRN1	0	0	1.39453035007684	0.802447708348676	13.8795760663009	0	0
MYCT1	0.707221799242723	0	0.686236620349017	0.0850441989927672	115.323360547321	0.0489021314685021	0
GPR4	0.858160733441061	1.20003487126574	1.53503666198016	1.03906393751094	27.5978066138899	0.358048226586062	1.33874186758912
ECSCR	0	0	5.57927534805467	0.0460063642279204	554.950044850501	0	4.07212190010306
SOX18	0	0	0	0.00584720985831937	23.9255389336007	0	0
KDR	0.0206447450639195	0	0.0761139563366245	0.159701002286458	115.591167462957	0.0753660592433766	0.465794006243947
CXorf36	5.75935193734557	5.85731898008755	6.10910834653443	8.21538623348302	216.83915177468	3.2464572694031	6.6757080745495
MMRN2	1.85603459084347	4.95631895486855	2.97320565372252	2.11524989624356	127.179013951077	0.697190232167098	1.02196656902214
GPR182	0	0	0	0.244160029313519	0	0	0
FLT4	1.80235115620856	1.19499328482941	4.62802027310644	2.28093523233082	40.7866613178987	0.72682098050097	2.69843978665792
PTPRB	2.47214581806649	0.158749152411243	3.05045250549224	2.05434426441016	124.501349347417	0.602921866915234	5.20633212491981
F2RL3	8.73660633340127	5.33488328791024	11.5886612600761	11.7267419839014	44.6677255719856	5.09396375210893	24.5291294290241
FLT1	3.07112037733442	5.78627254798639	8.69454482201719	9.54431879824085	81.7771345946829	5.38524897730942	5.31948931930634
RHOJ	1.08703307546069	2.87746703125591	1.53583270755958	1.59163130408377	181.746678112605	3.09684207746234	0.369684775014811
CD163	0.0587075041336169	0	0.833711614924195	0.1002820983994	0	400.32473171254	0
CSF1R	1.67898613016137	0	0.315694611797177	1.68194641096052	0	542.890169585896	0
MSR1	0	0	0.854375706777919	2.3164567837543	0	400.091589795783	0
FPR3	0.0678995207857422	0	0.207825889641468	0.127478127678185	0	144.871167548084	0
C1QC	8.02388353532684	0	7.21780699356272	6.40216877414519	0	3653.59203388198	0
SIGLEC1	0.00274180111871397	0.0274996598332439	0.640362798241716	0.254233828298049	0	68.8402780371013	0
VSIG4	1.1624917970996	0	3.52859200259466	1.14395977422091	0	600.434761886006	0
CD14	0.0495144902276008	0.124995885405758	11.0724749214595	6.22438879151899	47.1138275800137	3030.36239306874	9.10078066666246
IL1B	0	0	4.44232717365076	0.17832026184291	13.439315641117	3098.86792406485	0.865859401448776
MS4A6A	0.386089679545943	2.40497259655045	2.61899249065676	74.8935879696988	0	1119.53566140032	18.7481278479132
APOC1	0	2.28750160726673	6.43220651493768	6.46807438046244	0	1433.68241904144	0.240977197576411
LILRB4	2.61575742361604	0	0.893332918546388	0.503568499684075	0	317.422319646398	0.295489851013806
F13A1	0.00951583858438073	5.55224756393771	1.51732783078704	0.203329313032862	0	426.594350071076	0
CD300E	1.17203979041192	2.26006994191866	1.86442415018493	2.24099854762861	0	172.612584992955	0.250002846251591
HAMP	0	0	0	0.081958028603197	0	226.993150902332	0
CD300C	0	0	1.86021600125262	1.31456990217437	0	95.6929736024993	0.322270619416233
SH2D1B	0	0	2.98720024695517	45.7072254850554	0	0	382.615738578539
KLRF1	0	0	0.647341791773347	9.75573319677559	0	0.0857324166061369	644.979030736746
NCR1	0	0	1.120194691891	24.0877771296108	0	0	187.063421570928
CLIC3	0	70.7418325397636	8.7169081302985	69.7213130231248	56.6043453379467	0.211705443237839	619.855544625871
NMUR1	2.93886297142042	0.48499518786129	5.77858242836621	16.8066395920241	3.31291818910132	1.74364608044294	156.827765885137
GNLY	0	0	373.688350453987	303.392242532342	8.63167446788321	0.046584767434712	12789.5692484958
CD160	0	0	0.345515102094939	73.8065558947701	0	0	291.693312201542
S1PR5	0.229662397484043	0	18.3329184138296	4.77205888258683	0.490911399078222	0.268287140020415	312.936603110424
FGFBP2	0	0	37.7976585680009	40.7568842746909	5.0910836648748	0	1007.52568206602
GNPTAB	20.156870821653	11.792417687275	30.7384746326804	30.714755168155	20.4835078654119	23.518075645992	170.318331043468
UBASH3A	0.0777377442590551	0	97.1632140684963	101.351880117122	0	0	6.01699086117994
THEMIS	0.117091786756385	0	73.5265697618309	98.9862658084916	0	0.0626839123079009	20.5049074365763
CD28	0.803019994337586	0.0412495229329828	122.616872886418	79.2286119814551	0.46000173606586	24.5322323950744	0.833890584136844
ITK	0.0193537723375529	0	158.55043818602	196.799099950425	0	0.0393907977257571	55.2569113548593
BCL11B	0	0.554991256363397	49.9128930775642	33.7528648146004	0	0.0214633611205152	10.1425752993403
CD5	0.912836329576719	0	215.993567374038	94.7824899150981	0	1.40359003876968	0
IL7R	0.0322565420164439	0	511.630465619831	115.850307106783	0	23.6179866569193	98.3870595467554
