baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	209.040585742587	-0.0205286945914163	0.0316195895004749	-0.649239756610629	0.51618341812159	0.823642991703379
ENSG00000000419	662.013774163891	-0.0213464715286101	0.0190752350977221	-1.11906728379768	0.263111435795835	0.640388775005716
ENSG00000000457	260.667974605383	-0.00336865317792019	0.0188793050957503	-0.178430994193662	0.858384510000103	0.961426339277665
ENSG00000000460	222.907015364046	-0.0614278479144527	0.0193378392517431	-3.17656213368905	0.00149031861259317	0.0656048099438367
ENSG00000000938	64.3858509769285	-0.0283281343304392	0.067781927680389	-0.417930491207249	0.675997938468305	0.897137067471995
ENSG00000000971	592.138449630477	-0.0574767681444304	0.0664358407910588	-0.865146996862661	0.38695811257082	0.737448225533756
ENSG00000001036	197.421588997215	0.00386071081995386	0.0230101844263255	0.167782697801279	0.866754234683077	0.963121151087846
ENSG00000001084	1086.50893281757	0.00785234303029125	0.0203021873415916	0.386773252466484	0.698924080530477	0.90549516081895
ENSG00000001167	651.777993184489	0.0233944499019383	0.0160006760726608	1.46209133887228	0.143716181843788	0.50575611958757
ENSG00000001460	305.101227171518	0.00488928214942854	0.0214746160050167	0.227677279458052	0.819897136939233	0.948682048463363
ENSG00000001461	2414.76117791122	0.0237238053191901	0.0218329145372361	1.08660734592851	0.277210377187701	0.652621667154918
ENSG00000001497	392.672914063596	0.00812775609401213	0.0221094596531925	0.367614415797744	0.713160764178595	0.910315397532203
ENSG00000001561	2978.45806134385	0.0143615962639075	0.0200607842665537	0.715904028131734	0.474050611022144	0.798470168857115
ENSG00000001617	48.7281584138536	0.113312253306466	0.0552004238081294	2.0527424517668	0.040097562504492	0.295689297390344
ENSG00000001626	52.5477790439569	0.0318261650258655	0.0507120987574788	0.62758524702494	0.530275675702204	0.831826950384652
ENSG00000001629	4199.7937542135	-0.00245528601288478	0.0201784719496237	-0.121678490770485	0.903153648521049	0.973845015065905
ENSG00000001630	129.242974763598	0.0683066195922658	0.0438532081023831	1.5576196713543	0.119323432720131	0.468365104580557
ENSG00000001631	1789.8748336598	-0.0052178726739267	0.0138720128701221	-0.37614387492136	0.706809937839062	0.908478948707427
ENSG00000002016	308.359677728189	0.0147881126245346	0.0253326998923464	0.583755884188342	0.559384562862144	0.844663782434681
ENSG00000002079	18.8659446012046	0.13917437261336	0.0513798973724443	2.70873200863965	0.00675408708459006	0.13405554623578
ENSG00000002330	144.19759870939	-0.0685341567096343	0.0333316325756787	-2.05612961063425	0.0397700247790602	0.294508862992589
ENSG00000002549	1085.82780050389	0.0669328473752556	0.0430621270821012	1.55433212222989	0.120105215096532	0.469634509066796
ENSG00000002586	222.550946814755	0.0379045750389702	0.0476300473691345	0.795812247365795	0.42614117204576	0.76378105946956
ENSG00000002587	149.494727973955	-0.0807522479637442	0.0288270511386471	-2.80126633748824	0.00509024889932497	0.118583785020794
ENSG00000002745	51.5079947622923	0.0316054421124484	0.041855880470607	0.755101595214157	0.450188026102176	0.781368721366698
ENSG00000002746	2046.75600866222	-0.015005030517861	0.0260715473896569	-0.575532794183662	0.564931018211666	0.848739733664688
ENSG00000002822	450.027842442191	0.0179928726498093	0.0209102921639239	0.86047925627993	0.389524913397624	0.739889561149206
ENSG00000002834	1034.79773354763	-0.00739597193329539	0.0200136384979358	-0.369546593642042	0.711720350279563	0.910084433881501
ENSG00000002919	381.344282013491	-0.00617321816939535	0.0237836835403805	-0.259556857915398	0.795205618342506	0.940573405304886
ENSG00000002933	71.3738540960335	0.162219399871633	0.0540312099732636	3.00232772784293	0.00267923567998832	0.0907897387769679
ENSG00000003056	922.991428384037	-0.00482029018871483	0.0196406038900241	-0.245424744356417	0.806127571545777	0.943868507329263
ENSG00000003096	239.954283363444	0.0912586266164095	0.0254844882145043	3.5809479809161	0.000342349816231143	0.0314901238044823
ENSG00000003137	240.038537671675	-0.171373419817256	0.0436444546625615	-3.92657947366362	8.61624313931585e-05	0.0149262051983415
ENSG00000003147	1596.34745568589	-0.0558888398509964	0.0239570920463928	-2.33287244306478	0.0196548410848891	0.208219798360577
ENSG00000003249	370.400190776477	-0.0961385996505828	0.0368795900294943	-2.6068239797052	0.00913863250791052	0.149350544476764
ENSG00000003393	2314.51041217917	0.0141488149990696	0.0159033266725979	0.889676436279754	0.373639650183541	0.72861910081309
ENSG00000003400	80.6860110711404	-0.0734645246782002	0.0462404808318641	-1.58874915131886	0.112117037347434	0.457016266605015
ENSG00000003402	601.162267118156	0.0462065576244655	0.0222336120303659	2.07822991430085	0.0376881881020347	0.286772347827634
