baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_zeros	percent_zeros
DNAJC11	14.2543160031922	0.00866883205506831	0.240353947373265	0.0360669427309458	0.971228981048516	0.998643895258668	2	0.0869565217391304
NADK	3.88282492623081	-0.294294252059215	0.386108053195207	-0.762206977098266	0.445936482573198	0.90645307916152	0	0
MASP2	2.49338677130986	0.327263557458978	0.467097993446932	0.700631477870304	0.483533028722838	NA	7	0.304347826086957
CLCN6	9.12181945057425	0.256939572098181	0.32664992161039	0.786590031405682	0.431521896661006	0.904141239036143	1	0.0434782608695652
TNFRSF1B	2.31407389967542	-0.251297808509888	0.621847987237683	-0.404114532276901	0.686128499027671	NA	7	0.304347826086957
THAP3	5.92441937341762	-0.751874029292253	0.302684265557129	-2.48402085885876	0.0129908198356291	0.401547930406783	0	0
VPS13D	72.4356470750411	-0.0893861177115205	0.132217307689475	-0.676054589777703	0.499005986354892	0.921406289955869	0	0
H6PD	14.6121731304699	0.205137392313838	0.220855401580643	0.928831220996574	0.352976561654001	0.882353601701258	0	0
VAMP3	6.93475601986548	0.222622894258659	0.266288055179307	0.836022832900836	0.403142058069201	0.895509669161547	1	0.0434782608695652
PER3	95.5010572955921	0.0689002139725132	0.125347118133483	0.549675293684382	0.582542105532121	0.941924674060971	0	0
KIF1B	320.273244130304	0.0582824804411188	0.101220291434674	0.575798386025528	0.564751464586485	0.93882297755309	0	0
PRKCZ	11.2097822932825	-0.507627539856459	0.237979893586852	-2.13306902614947	0.0329190642071984	0.537194260234147	0	0
KCNAB2	9.90933372035737	-0.534285614632001	0.261811213663517	-2.04072853548081	0.0412778173715902	0.577076719336915	0	0
ENO1	115.355763162576	-0.297721880598524	0.188083735908176	-1.58292198504539	0.113439247095814	0.733783322167178	0	0
GNB1	55.2226022169321	-0.294705930030506	0.140523548223422	-2.09719960644564	0.0359759093311124	0.544969733782587	0	0
SDF4	15.3843220274559	0.0379259070239329	0.242564344148872	0.156354006426667	0.875753988771794	0.990592526412364	0	0
PLOD1	10.6419551537343	0.472595965650385	0.243704148008224	1.93922003180035	0.0524745514213691	0.619546006693699	0	0
ACOT7	18.0933654318358	-0.584278044117417	0.229553510820876	-2.54528036634272	0.0109190029502405	0.386635876119935	0	0
DVL1	11.0706410533333	-0.302836531362457	0.300760372911533	-1.00690303190818	0.313981374859621	0.866591130944932	0	0
MORN1	7.65937879798881	-0.524826362141255	0.293306442249294	-1.78934481669237	0.0735593005883417	0.67271087778194	1	0.0434782608695652
CEP104	13.481952960206	-0.00426171802822949	0.240256586001315	-0.0177381943994084	0.985847710710485	0.998694878494066	0	0
WRAP73	5.06649343372214	-0.69049034035076	0.344576218762313	-2.0038827485859	0.0450826219474476	0.592346411586026	1	0.0434782608695652
ICMT	4.78682509437056	0.199446029330292	0.356475266543825	0.559494719687016	0.575824133893827	0.940245285120656	2	0.0869565217391304
RPL22	11.559216359763	0.0249791988941652	0.216035751627281	0.115625301395766	0.907949509780832	0.993168130586347	1	0.0434782608695652
CHD5	13.3162535680552	-0.138105655585681	0.33033570914654	-0.418076677034078	0.675891056647314	0.963119600144245	0	0
PHF13	7.00775263079327	-0.0785673689277399	0.301604857624133	-0.260497690742277	0.794479896365047	0.983170756398014	0	0
ERRFI1	17.5328172988437	0.044238058863242	0.254776117476185	0.173635030243277	0.862152300022076	0.988153665024052	0	0
PARK7	22.2450451944326	-0.79805434991668	0.285324966048154	-2.79700147158519	0.00515792983484993	0.301236499575586	1	0.0434782608695652
SRM	7.36400990793839	-0.498525015494944	0.313424497062218	-1.5905745089095	0.111705365033157	0.733071983319298	1	0.0434782608695652
FBXO2	21.3958826455727	-0.579242993118558	0.350499318616947	-1.65262230866588	0.0984077549338138	0.711217686235385	0	0
FBXO6	2.8354507723503	-0.156725495843954	0.424420334791178	-0.369269525978452	0.711926837647128	0.968934081793312	3	0.130434782608696
MAD2L2	2.79978288067972	-0.213819839699185	0.424936066898565	-0.503181199138422	0.614836881908555	0.953530793634707	3	0.130434782608696
KIAA2013	9.71135092115218	-0.0284504806874591	0.25047211959787	-0.113587415370365	0.909564863859502	0.993168130586347	0	0
MFN2	15.6712730786817	0.130614337133424	0.184054031607049	0.709652138521382	0.477919878875055	0.915049847358495	0	0
MIIP	9.11140895653479	-0.596929473751802	0.347846250920413	-1.71607275390293	0.0861487272942211	0.689897412242767	1	0.0434782608695652
PRDM2	28.6473528896137	0.00722777186546433	0.157450810818257	0.0459049516982623	0.96338600745527	0.998536527987942	0	0
UBIAD1	5.81403173785271	-0.149673392943108	0.288210476743799	-0.51931975073952	0.603537782471189	0.949921052293561	1	0.0434782608695652
TARDBP	3.3160297836878	-0.432580822261056	0.387813078260659	-1.11543639580486	0.264663460270562	0.84145149593374	2	0.0869565217391304
TNFRSF8	1.59388616869467	-0.280232081729377	0.593434366445735	-0.472220851326449	0.63676915799853	NA	6	0.260869565217391
INTS11	25.8567992998372	-0.129433357378618	0.220935480119974	-0.585842334188842	0.557981471965489	0.937135195807863	0	0
