baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_zeros	percent_zeros
DNAJC11	301.098554419364	-0.145067159541765	0.0990572171533183	-1.4644784470094	0.143063267787353	0.618797509986007	0	0
NADK	41.2352513221183	-0.162980484431819	0.161546824759871	-1.008874576607	0.313034789307346	0.769411700945074	0	0
MASP2	54.2230150146448	0.136189626064483	0.27526933469318	0.494750445836194	0.620776287768737	0.904141198123498	0	0
CLCN6	101.300116457331	-0.085420100326373	0.160768781793	-0.531322682013953	0.59519519010244	0.896848035132121	0	0
TNFRSF1B	12.5600612296186	-0.423692096908583	0.311257024538335	-1.36122902780111	0.173441323518589	0.651939689314726	1	0.0434782608695652
THAP3	52.6317445233678	-0.282307859377668	0.180854956419608	-1.56096280116689	0.118532528043127	0.585610213096813	0	0
VPS13D	1177.47236658703	0.00795509531210577	0.0539996882584906	0.147317430315998	0.88288147517726	0.975138827182299	0	0
H6PD	64.2857191045191	0.136599733056895	0.122706416899187	1.11322403920508	0.265612220718486	0.733493046683331	0	0
VAMP3	60.6529853373485	-0.0979137475633429	0.148309918164765	-0.660196895628824	0.509127484192192	0.864206282906983	0	0
PER3	307.067417625783	0.260832946190005	0.178343743673265	1.46252927530704	0.14359622803846	0.618976932896369	0	0
KIF1B	3039.03052876299	0.0164351461939721	0.0628033748852085	0.261692086197789	0.793558842276162	0.95391486599066	0	0
PRKCZ	595.364420081098	-0.341082323959209	0.159879830172898	-2.13336681425265	0.0328946471614807	0.42357641388872	0	0
KCNAB2	659.105338728653	-0.189812755041774	0.117533275520796	-1.6149703494666	0.106317116040954	0.573122483572043	0	0
ENO1	585.71988243591	0.0110527326088393	0.231966274234603	0.0476480154078817	0.96199676469918	0.992687773204858	0	0
GNB1	1358.92376346609	0.0434458291033261	0.0962721092421208	0.451281575165882	0.651786622437959	0.913366425308309	0	0
SDF4	181.472107615717	-0.0506547583697377	0.177674659794967	-0.285098383912439	0.775568768148311	0.949008746760269	0	0
PLOD1	82.0569945166936	0.0599565579278181	0.129755416964298	0.462073640781524	0.644028512136509	0.91132281044466	0	0
ACOT7	737.489128732556	-0.23722914331948	0.149491429629884	-1.58690798467056	0.112533486253352	0.578554995914189	0	0
DVL1	123.333652209308	-0.113411647302445	0.183462679790461	-0.618172848188942	0.536461406030303	0.873943664804687	0	0
MORN1	108.43010990742	-0.176985974687563	0.143726412364724	-1.23140883972278	0.218169992477836	0.695412760812623	0	0
CEP104	251.179056184763	0.0309499478254383	0.0868557362742898	0.356337406751105	0.721587898854635	0.932539540142959	0	0
WRAP73	56.9297415895546	-0.388631400862404	0.189272344586643	-2.05329205231302	0.0400442612160657	0.444031048923811	0	0
ICMT	116.895867857306	-0.0130546625088211	0.182487392175498	-0.0715373393920084	0.94297010813106	0.988961964933871	0	0
RPL22	332.933854183546	0.519876935672186	0.159806685336534	3.25316137167469	0.00114128663702041	0.168261945524058	0	0
CHD5	1358.45020965149	-0.319180349483042	0.194541398961337	-1.64068085860982	0.100863680352702	0.564682704380105	0	0
PHF13	57.9139653167397	0.278303772731608	0.21584853959394	1.28934748993512	0.197277307886828	0.677661826273089	0	0
ERRFI1	155.546079042898	-0.122120104874395	0.167272052460392	-0.730068789604361	0.465348137680324	0.845186110838545	0	0
PARK7	344.554268703536	-0.349782267190904	0.236880728689547	-1.47661765955358	0.139778155229385	0.614608261879925	0	0
SRM	164.401133324844	-0.0855082510848027	0.196974647868002	-0.434107901754464	0.664210087730975	0.918036875274178	0	0
FBXO2	195.074304940014	-0.148922795449771	0.295809509679709	-0.503441541183104	0.614653871358733	0.9029370974011	0	0
FBXO6	42.421036551032	-0.143993806345465	0.182665710684774	-0.788291386520569	0.430526284778565	0.828586081799303	0	0
MAD2L2	49.1736382625071	-0.0506154068277252	0.226234837269997	-0.223729499128018	0.822967790730633	0.959925125271309	0	0
KIAA2013	139.135988928428	0.0199641904813798	0.14981616154801	0.133257922744083	0.893989403532367	0.977619544274881	0	0
MFN2	312.076862652163	0.066597754750356	0.125784275877446	0.529460095753489	0.596486319084231	0.897334401010479	0	0
MIIP	64.9778931735068	-0.447445951107804	0.256855354570345	-1.74201527492495	0.0815057714629319	0.536268213358229	0	0
PRDM2	1249.05945843827	-0.00727094050599883	0.0673049844949575	-0.108029747879127	0.91397209489684	0.981795311373559	0	0
UBIAD1	44.8364376278892	-0.12960552474239	0.133225148271104	-0.972830778755461	0.330637412771816	0.778318053733864	0	0
TARDBP	15.7789705510247	-0.0834988203748971	0.287036201033345	-0.29089996339938	0.771127829306063	0.948109624510898	0	0
TNFRSF8	39.304865952221	-0.0174855621555448	0.223076436765292	-0.0783837253682785	0.937522818971991	0.987344688641218	0	0
INTS11	209.756340436807	-0.264388748609263	0.216046642559542	-1.22375772878024	0.221043634959808	0.697694780194381	0	0
LRRC47	164.170021322654	0.13953819998484	0.176007521500495	0.792796800927897	0.427896220666168	0.828586081799303	0	0
UBE4B	957.578277104754	-0.0607091545381574	0.0670252499559363	-0.905765432849095	0.365060020852061	0.799653287073453	0	0
CASZ1	40.6714054879039	0.0224639089698356	0.197195651035648	0.113916857962424	0.909303701839788	0.980762785333386	0	0
ACAP3	719.406156905245	-0.336193392673001	0.215143597595057	-1.56264651344998	0.11813576142249	0.584715300911701	0	0
C1orf159	399.830010912625	-0.0136321787283551	0.12495380450096	-0.109097748426302	0.913124960726592	0.981692589593341	0	0
CA6	17.8445248453206	-0.348860255286839	0.285829060601888	-1.22052059560432	0.222267586892784	0.698598211632257	0	0
NPHP4	335.506867701539	-0.0403803291418188	0.111013126298864	-0.363743734530174	0.716049381763185	0.932388805224801	0	0
FBXO44	516.619028576018	-0.3486501565098	0.205201902115963	-1.69905908724361	0.0893080510671932	0.547868725830077	0	0
SLC2A5	75.0636920312529	-0.225675253743038	0.213247774008381	-1.05827718386485	0.289929091742189	0.753690308951129	0	0
RERE	2876.95617503819	0.0655943091914365	0.0643503112566788	1.01933165373196	0.308045541298918	0.767179681194613	0	0
CFAP74	179.709182172412	0.000244437900839896	0.127496008063238	0.00191722003341983	0.998470280672812	0.999459878577528	0	0
PRDM16	28.5599047147817	0.225696967505089	0.182688664124111	1.23541856626506	0.216674766486385	0.694321396479729	0	0
FHAD1	184.810777231726	-0.0107045148266672	0.133728535958112	-0.0800466014973815	0.936200192220054	0.986910580100619	0	0
EFHD2	329.065946831861	0.0213407118995738	0.265447687269876	0.0803951698320018	0.935922968387351	0.986854188014327	0	0
PEX14	412.184542894366	-0.0898723139020078	0.0736396100833756	-1.22043440751864	0.222300240584953	0.698598211632257	0	0
PGD	105.119680032643	-0.0139474896409582	0.11831766123562	-0.11788172192808	0.906161376046765	0.980007081560381	0	0
PLCH2_ENSG00000149527	201.378709697858	-0.497116049396305	0.336449816629097	-1.4775340179315	0.139532546508917	0.614503199285581	0	0
PRXL2B_ENSG00000157870	76.4307090157146	0.199285056111191	0.239773251304124	0.831139649761937	0.405894743047257	0.819469603484333	0	0
TNFRSF14_ENSG00000157873	69.7891785819058	-0.490086627324359	0.304405283137204	-1.60998068848714	0.107402072249109	0.574456206773251	0	0
PANK4_ENSG00000157881	51.9850977317989	-0.264797861215019	0.304124738349052	-0.870688332203688	0.383924350965392	0.80981868534627	0	0
PEX10	57.9189188706281	-0.358789742254035	0.235245441243395	-1.52517192408764	0.12721622140712	0.600207713951955	0	0
RER1	167.124177545419	-0.55803320349398	0.214360543491299	-2.60324588847029	0.00923456962942832	0.298567868610244	0	0
SKI	324.729421282307	-0.0223622435797386	0.157559712140487	-0.141928690246651	0.887136332169729	0.976439910235745	0	0
TPRG1L	259.997477213398	0.348086150426106	0.2199777177468	1.58237004180015	0.113565119620872	0.579747686213964	0	0
RNF207	79.1991795046961	0.132975236937533	0.136138909907445	0.976761434537246	0.328687272765513	0.777378099211515	0	0
GPR153	60.3205610690572	0.205851150435499	0.209237501158704	0.983815756236564	0.325206110796135	0.774766042213503	0	0
DFFA	150.987644625495	-0.0235355464052819	0.112720827671335	-0.208795010571653	0.83460826648397	0.962549877621767	0	0
ATAD3B	169.805979122708	-0.220022864883238	0.225849047779856	-0.974203199199242	0.329955656523644	0.778166172781655	0	0
SSU72	298.90062495902	-0.243131980708317	0.193180087524884	-1.25857682240152	0.208183223057926	0.687629719368006	0	0
UBE2J2	174.305432551089	-0.0760314985182933	0.141442900197392	-0.537541993356944	0.590893286089968	0.894493736730079	0	0
NOL9	215.606895455697	-0.0677747656885861	0.123238918989795	-0.549946122898061	0.582356327766265	0.891405437790726	0	0
KLHL21	81.6413867432488	0.116453782545303	0.148345056877239	0.785019635953708	0.432442055896014	0.829966716002127	0	0
SLC45A1	185.029646355155	-0.322573466372435	0.141951818834708	-2.27241516889647	0.0230614463836671	0.384153625195312	0	0
LZIC	145.266193814667	-0.126726806930777	0.0909695363827237	-1.39306862461755	0.163599039821156	0.644767023213355	0	0
RBP7	23.582846434719	-0.0231491543437564	0.241769603960424	-0.0957488202178873	0.923720066060748	0.983693247822111	0	0
DRAXIN	42.4581446764555	0.211920909472746	0.171734482541997	1.23400324929457	0.217201693460893	0.69473033355172	0	0
PDPN	37.6224560223227	-0.143151186174973	0.172296665211282	-0.830841305021379	0.406063285173316	0.819469603484333	0	0
LRRC38	27.3330591609299	-0.0698524912200008	0.232034800721969	-0.301043166812293	0.763381578037507	0.946280544824424	0	0
DHRS3	36.444477998289	-0.0981223218120235	0.215498295549352	-0.455327600442911	0.648873572657516	0.912778119847271	0	0
SCNN1D	54.2935217846499	-0.357206531041157	0.282837072812566	-1.26294098397022	0.206610389668369	0.686275028509139	0	0
FAAP20	79.8919204190667	-0.454083627492703	0.17890533663409	-2.5381223167279	0.0111449024642888	0.316638087178322	0	0
MEGF6	15.5629517335967	0.115682270177082	0.194578514418082	0.594527461179611	0.552159380742642	0.88039100196261	0	0
DFFB	101.408474776742	0.125440064708919	0.113507731062307	1.1051235324232	0.269106065053853	0.735810168317489	0	0
PUSL1	22.063942665665	-0.0844242807019326	0.276977985932548	-0.304805020578394	0.760514657508359	0.945080582737082	0	0
CLSTN1	2775.45432284928	0.128810915008539	0.162586005226347	0.792263238334768	0.428207202070189	0.828586081799303	0	0
PIK3CD	144.074464547365	-0.236762691114526	0.131263070518105	-1.8037265940832	0.0712741783470791	0.519118874267119	0	0
SLC25A33	151.947144915843	-0.238668100310985	0.152543070250914	-1.56459483815559	0.117677939989422	0.584528326299714	0	0
