baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003.10	118.040464540113	0.204738567875384	0.0553900837401428	3.77451002487589	0.000160322461444419	0.023418264658893
ENSG00000000419.8	286.319352325246	-0.0231070384945494	0.0519678750968998	-0.39079253440731	0.695950593727733	0.88554527398094
ENSG00000000457.9	344.111748451476	-0.0601827021140045	0.0484736361384947	-1.20920782395707	0.226583012623585	0.562326041555214
ENSG00000000460.12	87.4986060135479	-0.0253647057156211	0.061353128726488	-0.395538736880886	0.692445339452226	0.883527607978893
ENSG00000000938.8	60.5675833942488	0.118079488154073	0.0746254909880666	1.19689824289594	0.231346219134499	0.567790747168183
ENSG00000000971.11	313.851435562518	0.104443700626574	0.0748293469630933	1.45585222417811	0.145433475240092	0.468389204675457
ENSG00000001036.9	216.918584571099	0.0499508443283371	0.0528517053281877	0.932994026859708	0.350823052389479	0.676706526223219
ENSG00000001084.6	925.75898894623	-0.0152116148213493	0.0457011091639198	-0.338956696367733	0.734642352329493	0.902858215426396
ENSG00000001167.10	696.172013599271	0.0510324782836173	0.0388436713724054	1.27538085009289	0.20217447339816	0.535528956493028
ENSG00000001460.13	304.110483189246	-0.038948216926091	0.0460635326931297	-0.82607106384362	0.408763780985242	0.721429839293539
ENSG00000001461.12	3437.17229397875	-0.0929236966673471	0.055043965714796	-1.69878828642253	0.0893590814593236	0.377188501979655
ENSG00000001497.12	502.324482888971	-0.0411253615430911	0.0534869580763775	-0.878102033393405	0.37988834960026	0.699456338823304
ENSG00000001561.6	1566.30446432264	-0.0916173322667958	0.0591826439482812	-1.4806135994629	0.138709569346428	0.458705583572259
ENSG00000001617.7	65.1379829126577	0.181437842400533	0.074938536901352	2.28509998234292	0.0223069658499692	0.213519801093647
ENSG00000001626.10	33.024043936305	-0.0283656078785514	0.0746276409646327	-0.735428990626868	0.462078271359562	0.757388732361536
ENSG00000001629.5	2751.45751289063	0.0150021098842056	0.0444992130060921	0.329898021444741	0.741477018549476	0.905132819123029
ENSG00000001630.11	2717.83708450582	-0.0744066192817779	0.0579480730849046	-1.2077624064873	0.227138665633096	0.563080367915332
ENSG00000001631.10	1114.90460382595	0.0413129495423055	0.0419177309859025	1.01810758335508	0.308626831883836	0.640162095455052
ENSG00000002016.12	240.559153974986	0.0501695319390296	0.0591888233367433	0.709110055778839	0.478256183214475	0.767025386016712
ENSG00000002330.9	754.755982257432	-0.0140193373983457	0.0468312621583285	-0.349019171631475	0.727074916646324	0.899075882340777
ENSG00000002549.8	787.635930472691	0.179246165600927	0.0692374937128928	2.38793069411413	0.0169435366619072	0.192969034035016
ENSG00000002586.13	133.962649726789	0.178904851289183	0.075174560052212	2.11735208814545	0.0342299772440574	0.251883803579035
ENSG00000002587.5	201.341005020681	-0.0527656794936785	0.065620748901047	-0.862339554558343	0.388500692352305	0.706624639976246
ENSG00000002745.8	43.8464242610022	-0.0022171414259949	0.0736559913421704	0.0191475759624352	0.984723378245596	0.99533652113496
ENSG00000002746.10	3292.55189014062	-0.14878375759259	0.0545431665665208	-2.68310534180529	0.00729420104740587	0.13279674428625
ENSG00000002822.11	524.165004560927	-0.0461621655231767	0.0411191234566725	-1.18543728223739	0.235844598340559	0.572438396594011
ENSG00000002834.13	2098.10551576599	0.0475472430537132	0.0475435761021748	1.0474858173966	0.294875569999788	0.627906019381401
ENSG00000002919.10	296.587323026978	0.00551818823771513	0.0394303840682042	0.157331425074836	0.874983655028491	0.958143157002988
ENSG00000002933.3	61.847405805023	0.269192593504032	0.0751903311597516	3.18928816432781	0.0014262362711573	0.0622785133746352
ENSG00000003056.3	1336.34630319213	0.0151389171470674	0.0385347873555363	0.407797844670501	0.683422096111385	0.879265503006065
ENSG00000003096.9	196.662217339886	0.107379946438144	0.0577402282619393	1.87695135294324	0.0605247616038607	0.320535106057951
ENSG00000003137.4	588.821055388145	-0.144060444851818	0.0734013529601649	-2.08328833553444	0.0372249493271616	0.260444854196713
ENSG00000003147.13	1009.93959090949	-0.0628520937876689	0.0537431285780612	-1.14699513174065	0.251383632950491	0.587954179044959
ENSG00000003249.9	766.780514622841	-0.0648028377984107	0.0636527648915764	-1.03876577666583	0.298913681455273	0.631492728064174
ENSG00000003393.10	1919.86575083398	-0.0162515810801815	0.0416977923418433	-0.350816047518615	0.72572635726022	0.898788912254137
ENSG00000003400.10	83.7089877665892	0.0226008317994708	0.0737368349333947	0.0726783350087854	0.942062089105545	0.982323084940449
ENSG00000003402.15	1217.49272500805	0.163386413857957	0.0597177247209895	2.57526582815709	0.0100163072493147	0.153126676217123
ENSG00000003436.10	77.8878057044196	0.143927633584303	0.073372415710814	1.93506556273499	0.0529822507681599	0.303540453397518
ENSG00000003509.11	439.156794184358	-0.0333400828714083	0.0418601530990277	-0.780322049896732	0.435201337172708	0.740535027479738
ENSG00000003756.12	2709.3451540536	-0.0301844815404738	0.0318732606537334	-0.969601171450939	0.332245328786702	0.659906422365372
ENSG00000003987.9	1375.5693865875	-0.109037988029759	0.0588838936134732	-1.78240068121256	0.0746839145099543	0.349264428206089
ENSG00000003989.12	543.099630048355	0.163455260256514	0.0751942751016176	2.24873055103028	0.0245296442187511	0.222598792537578
ENSG00000004059.6	1715.07444075281	-0.129947943817755	0.0537069151388483	-2.40345591677421	0.0162409250368328	0.190414911435811
