Astro	Exc	Inh	Micro	Oligo	OPC
ENSG00000000003	0.356247830696283	0.619084702313025	0.531564641931058	0.114622864992601	0.696289987234973	0.505271974216574
ENSG00000000419	0.709977145677806	0.589010438064196	0.343318111015303	0.351912371743854	0.0890820282012523	0.670710849866642
ENSG00000000457	0.576249708704785	0.907719913337798	0.616088283935466	0.0528742787192332	0.336116002460997	0.623181261732559
ENSG00000000460	0.112178896256584	0.852757252487	0.319726119383461	0.362807338990306	0.346365837633525	0.0909340262523913
ENSG00000000938	0.839974575526735	0.311552493370814	0.191124150449114	0.719434490208503	0.0764735267176698	0.405581360697427
ENSG00000000971	0.687821142565567	0.716721675632548	0.536177562816885	0.357832334487909	0.610028894869907	0.468935547734771
ENSG00000001036	0.814166867682562	0.597195964837112	0.283802676194427	0.36277351190978	0.385104251297888	0.722256029972796
ENSG00000001084	0.413254166473159	0.461211979323257	0.223878219726162	0.46318619825275	0.395926979119977	0.524630184195631
ENSG00000001167	0.224854236811517	0.378617819085945	0.0711774585187373	0.387406135633762	0.313303265143077	0.458931385439597
ENSG00000001460	0.107867380337429	0.947619672515956	0.382897813337296	0.874220572030676	0.0590474823991666	0.727650329293061
ENSG00000001461	0.356276880187375	0.572326600766381	0.0917748685731877	0.397900905162177	0.140621387136706	0.820249886281022
ENSG00000001497	0.898811968462668	0.522302497345516	0.343625191772108	0.987612638293675	0.505012219527417	0.600509568046981
ENSG00000001561	0.476497482631917	0.464769230984467	0.15054995942539	0.208560403393904	0.132550637554968	0.864882101330859
ENSG00000001617	0.865544741665394	0.72185248616135	0.711027515054081	0.656722287624549	0.272879542267563	0.659421568423845
ENSG00000001626	0.815150845983972	0.468798035901535	0.266191287132593	0.837264188025622	0.578137767686405	0.805235226467006
ENSG00000001629	0.226077958578688	0.514163355213303	0.120291784857509	0.664050752522225	0.576421226326613	0.43495579320037
ENSG00000001630	0.571494702436915	0.766370765901237	0.398899109189322	0.368065436189604	0.965449840143265	0.535386400021443
ENSG00000001631	0.0445216912960491	0.764574869616379	0.171168730019407	0.93098582532347	0.0984585094926309	0.44190281846445
ENSG00000002016	0.167602817554548	0.322283858084797	0.0698974273255388	0.212053490481973	0.0484755594948941	0.370539644811939
ENSG00000002079	0.879649360411145	0.820207030412011	0.765105227594241	0.915939897762875	0.874316652469452	0.854488881591333
ENSG00000002330	0.237234727343078	0.477688829658179	0.79256097964574	0.424154143696978	0.134758161871015	0.888826926770871
ENSG00000002549	0.30083669214541	0.815510290662249	0.944527167240739	0.142571060781164	0.775819807209482	0.230769049348205
ENSG00000002586	0.208948280101881	0.596234238573305	0.802585645923431	0.96595957876675	0.0427165018116726	0.992137664329114
ENSG00000002587	0.259952345841234	0.991354830092621	0.189183581261591	0.17592734842109	0.0505801884054456	0.861761010513716
ENSG00000002745	0.645701483761702	0.520938809010853	0.322438232413484	0.739669489398447	0.553569347879257	0.666582565756272
ENSG00000002746	0.0537360448056419	0.191350247891635	0.814576090653778	0.857216208606625	0.292286486481932	0.59654066299764
ENSG00000002822	0.342950339352342	0.904427304903365	0.512872326426964	0.658445188179879	0.474834292429918	0.899236638276475
ENSG00000002834	0.0993862051569165	0.102777311268598	0.565599068521866	0.647226172435667	0.956085250009063	0.364829886222544
ENSG00000002919	0.800233479596056	0.983147574793491	0.567479966820162	0.223653925563683	0.716769455549024	0.987909578898658
ENSG00000002933	0.356449988153117	0.574882673508954	0.684916905832403	0.780235827315395	0.486522515746011	0.293088357529622
ENSG00000003056	0.453806176124577	0.620379693622567	0.296154259003146	0.310150418823731	0.128330857736494	0.83493959625946
ENSG00000003096	0.461524965553013	0.26216096132272	0.0420677914647189	0.399886422037488	0.314881354114533	0.933322364202586
ENSG00000003137	0.755325382267783	0.0488863557543269	0.0361277125170406	0.207089001512265	0.232858652687716	0.51439047381532
