Astro	Exc	Inh	Micro	Oligo	OPC
ENSG00000000003	0.546798316671523	0.326778115267257	0.974475690374455	0.118483919249648	0.687528775989058	0.64102605412981
ENSG00000000419	0.715662797902908	0.590095023336389	0.913018338448862	0.181577355166865	0.930595813181535	0.74165798204584
ENSG00000000457	0.249239900736897	0.637417753310815	0.642787611393121	0.854869357865621	0.37795291979869	0.367405767282568
ENSG00000000460	0.245202429148969	0.292154974317904	0.863214519037465	0.451662646940464	0.86041388603771	0.781164375191122
ENSG00000000938	0.925796729122788	0.651296272953325	0.883443889851108	0.461648403033437	0.91888515801541	0.432923840617759
ENSG00000000971	0.376820748834144	0.169630414221513	0.211291093580242	0.594057731301474	0.236077917603098	0.0209822205892039
ENSG00000001036	0.501397689634488	0.533361574191943	0.976072473714403	0.467791431138798	0.466807285625791	0.405266769754666
ENSG00000001084	0.444737399735563	0.0982481220164365	0.543473717840584	0.507318906332116	0.585022942741375	0.987576411186449
ENSG00000001167	0.644344431705866	0.289574662257503	0.883048922810225	0.342679136631217	0.683735119377598	0.923135761212554
ENSG00000001460	0.94289243796253	0.933624655063045	0.431182132385174	0.120554745997393	0.544949996429066	0.830776581857754
ENSG00000001461	0.225777802172199	0.396188569983798	0.825257263429354	0.913663012460295	0.598427970673358	0.526201113996543
ENSG00000001497	0.948298196359243	0.542776949438256	0.966021786785907	0.572805198031135	0.345998473509251	0.911871793497031
ENSG00000001561	0.79324914422127	0.308165398853226	0.963999447809065	0.35202482388888	0.358804065907531	0.911944194219483
ENSG00000001617	0.756733349884	0.735360831615003	0.970309239751782	0.233360497463472	0.98732205995754	0.48110445309777
ENSG00000001626	0.585618995899498	0.556611323755037	0.81247105817254	0.884312126501451	0.845598831258707	0.856716632133327
ENSG00000001629	0.303585850359203	0.535559729924698	0.728081868944319	0.980298452050773	0.304193285476532	0.50256070655335
ENSG00000001630	0.145319073500552	0.144517780590381	0.626765806913822	0.817004284133234	0.497448564146828	0.306250796776449
ENSG00000001631	0.343465987979975	0.869143547013064	0.488472758884659	0.989689779708719	0.849612049144118	0.713107307250863
ENSG00000002016	0.558517848146375	0.830055966292603	0.536412350278792	0.468642916853729	0.62998061774811	0.67736241741539
ENSG00000002079	0.930920236322661	0.942878143422467	0.791396713531534	0.95832240263925	0.715263666532974	0.744159636350608
ENSG00000002330	0.413507585078745	0.931775699241259	0.992956487813042	0.576454849805461	0.288175667645207	0.37891435189675
ENSG00000002549	0.396614885043642	0.752953961402479	0.835454428778595	0.926425279296121	0.973985726078592	0.261474189838694
ENSG00000002586	0.897920219299602	0.653812485532632	0.962599324270469	0.745924174102261	0.485362637800016	0.542616301253891
ENSG00000002587	0.311430592747875	0.57934842995648	0.711825055175251	0.382509910882302	0.634293594249128	0.968271404946586
ENSG00000002745	0.84541553389631	0.237655285242578	0.902634494723554	0.489545254144083	0.766937420095239	0.60126008952328
ENSG00000002746	0.246708934471523	0.909678568921959	0.456354096478578	0.58564922773318	0.923918052065253	0.677517949531704
ENSG00000002822	0.985722803814044	0.557640663661857	0.993853363710895	0.708107174705093	0.335943123326067	0.991439191947344
ENSG00000002834	0.672579839648583	0.495517931873392	0.845704644133593	0.672324050855924	0.681060845897372	0.922222295080525
ENSG00000002919	0.901992515061555	0.147105550543635	0.472270818072642	0.653178537904921	0.137244782628234	0.929702777624012
ENSG00000002933	0.89875845142017	0.592692316044447	0.83207819438899	0.881765221728462	0.41838752116032	0.438421331484075
ENSG00000003056	0.6586285547506	0.236943772045125	0.600730592139965	0.572241772548353	0.648054134983198	0.975483079413182
ENSG00000003096	0.881495532287614	0.809902465075635	0.244075183301174	0.123144426681896	0.563955673353702	0.868750341539727
ENSG00000003137	0.167018417354343	0.864696840544852	0.188047257008764	0.941282538002608	0.534289180041793	0.180668816373107
ENSG00000003147	0.754930135091562	0.623898865210764	0.926975407952061	0.941547863543498	0.0986354660878451	0.5151616444084
ENSG00000003249	0.915691126611305	0.997364303681632	0.654232640733712	0.740662719288419	0.889628297341473	0.823779582779346
ENSG00000003393	0.561917307280775	0.572091235333713	0.669563695414358	0.633180224993079	0.749113268603447	0.948934154716508
ENSG00000003400	0.354634532995657	0.18021694197565	0.766874795557672	0.363680277184357	0.593896296764256	0.689658285406311
ENSG00000003402	0.371023101129069	0.123433033500573	0.620399662592595	0.497167745167464	0.998212860366915	0.767555959743276
ENSG00000003436	0.407024621722555	0.685349724792913	0.449710564351466	0.910847251204095	0.998662345484989	0.28551387922071
ENSG00000003509	0.732938924551102	0.466979659467832	0.744278242317592	0.793537155440718	0.758954356754078	0.862098933683792
ENSG00000003756	0.325777035357682	0.364787383116603	0.800038978611216	0.841121294787229	0.751506277121723	0.62982773643756
ENSG00000003987	0.462901074378095	0.588543169400081	0.582705127824043	0.357711675683916	0.962901173984211	0.601029032360777
ENSG00000003989	0.118046942902645	0.422512436203482	0.891933312353905	0.758966606094421	0.420015447752279	0.350163185287714
ENSG00000004059	0.490083483775908	0.948667211186327	0.405972288987888	0.424916775242065	0.314307943961468	0.531474796742366
ENSG00000004139	0.87088870996894	0.666610577513353	0.702713138657397	0.924403000324359	0.179419908058765	0.807722351198111
ENSG00000004142	0.987465774137385	0.778511411473491	0.617099213244232	0.910397996552439	0.511473762286958	0.658592993150277
ENSG00000004399	0.186692059495557	0.983819032822924	0.559955087984562	0.940335308977991	0.946129260369126	0.242803423978288
ENSG00000004455	0.365366161433206	0.146054244413096	0.382253095794262	0.60092981310401	0.179367484054159	0.610748750115391
ENSG00000004468	0.183370535660098	0.210875838732809	0.44560508633128	0.661814596865676	0.83268016847996	0.407205335751706
ENSG00000004478	0.457277288957958	0.599425302434298	0.917223388965948	0.767645879549772	0.512541988158932	0.607554484750747
ENSG00000004487	0.305095848250723	0.549867173413536	0.688608468668572	0.934228070575638	0.457697999437123	0.515294790982945
ENSG00000004534	0.976840571068052	0.80675149066628	0.926503785734828	0.414506000681423	0.601217690172801	0.761842708452043
ENSG00000004660	0.696930430359124	0.1014095714469	0.386072896680219	0.727606200347142	0.449629825355534	0.976906098388671
ENSG00000004700	0.397246436038564	0.1492305441711	0.417953154120681	0.641868697195014	0.513321862396396	0.576626620955339
ENSG00000004766	0.645682334748718	0.411248879874779	0.903969325024162	0.628766407208802	0.214034487676641	0.770550794079474
ENSG00000004776	0.54454079129914	0.135957998935866	0.37037108523035	0.254980283568666	0.275402218977347	0.575207839497541
ENSG00000004777	0.875118176280798	0.795462613383622	0.461415209059176	0.20925624601861	0.359456973007749	0.491902562259129
ENSG00000004779	0.664630401284106	0.277942528777291	0.801245280094635	0.811353623684463	0.00446932558745759	0.997049070882515
