baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	209.040585742587	-0.0158918392695273	0.0227334258294492	-0.649239756610629	0.51618341812159	0.823642991703379
ENSG00000000419	662.013774163891	-0.0180624065770057	0.0166807227809465	-1.11906728379768	0.263111435795835	0.640388775005716
ENSG00000000457	260.667974605383	-0.00211899574235603	0.01655114792374	-0.178430994193662	0.858384510000103	0.961426339277665
ENSG00000000460	222.907015364046	-0.0539161599463841	0.0168485980377685	-3.17656213368905	0.00149031861259317	0.0656048099438367
ENSG00000000938	64.3858509769285	-0.0270313190876143	0.0247259990292802	-0.417930491207249	0.675997938468305	0.897137067471995
ENSG00000000971	592.138449630477	-0.026043037932407	0.0248365265754663	-0.865146996862661	0.38695811257082	0.737448225533756
ENSG00000001036	197.421588997215	0.00100101989335127	0.019043224318189	0.167782697801279	0.866754234683077	0.963121151087846
ENSG00000001084	1086.50893281757	0.00586336661051253	0.0174635903526735	0.386773252466484	0.698924080530477	0.90549516081895
ENSG00000001167	651.777993184489	0.0216586318885186	0.0145297655115772	1.46209133887228	0.143716181843788	0.50575611958757
ENSG00000001460	305.101227171518	0.00398546017446622	0.0181750039986271	0.227677279458052	0.819897136939233	0.948682048463363
ENSG00000001461	2414.76117791122	0.0184278597414511	0.0183809675317238	1.08660734592851	0.277210377187701	0.652621667154918
ENSG00000001497	392.672914063596	0.00745214746668541	0.0185405269397005	0.367614415797744	0.713160764178595	0.910315397532203
ENSG00000001561	2978.45806134385	0.0110439182010374	0.0173125410527787	0.715904028131734	0.474050611022144	0.798470168857115
ENSG00000001617	48.7281584138536	0.0457553742567664	0.0254660656632286	2.0527424517668	0.040097562504492	0.295689297390344
ENSG00000001626	52.5477790439569	0.0134547327014062	0.025487376719077	0.62758524702494	0.530275675702204	0.831826950384652
ENSG00000001629	4199.7937542135	-0.00230589723533086	0.0173860612290107	-0.121678490770485	0.903153648521049	0.973845015065905
ENSG00000001630	129.242974763598	0.0358847774924828	0.0251523473359696	1.5576196713543	0.119323432720131	0.468365104580557
ENSG00000001631	1789.8748336598	-0.00436323960305413	0.0128898572401131	-0.37614387492136	0.706809937839062	0.908478948707427
ENSG00000002016	308.359677728189	0.0121182764155102	0.0202302812509135	0.583755884188342	0.559384562862144	0.844663782434681
ENSG00000002079	18.8659446012046	0.0736186961966522	0.0254568921398157	2.70873200863965	0.00675408708459006	0.13405554623578
ENSG00000002330	144.19759870939	-0.0422882276375328	0.0232537292785144	-2.05612961063425	0.0397700247790602	0.294508862992589
ENSG00000002549	1085.82780050389	0.0339454788178244	0.0250628313438169	1.55433212222989	0.120105215096532	0.469634509066796
ENSG00000002586	222.550946814755	0.0305984425412971	0.0254010252208138	0.795812247365795	0.42614117204576	0.76378105946956
ENSG00000002587	149.494727973955	-0.0639754022096715	0.0217504140643008	-2.80126633748824	0.00509024889932497	0.118583785020794
ENSG00000002745	51.5079947622923	0.0201365061223695	0.0249379894410362	0.755101595214157	0.450188026102176	0.781368721366698
ENSG00000002746	2046.75600866222	-0.0110572066107432	0.0205772498019623	-0.575532794183662	0.564931018211666	0.848739733664688
ENSG00000002822	450.027842442191	0.0158877466040336	0.0178378539052272	0.86047925627993	0.389524913397624	0.739889561149206
ENSG00000002834	1034.79773354763	-0.00696265916051817	0.0172836836877764	-0.369546593642042	0.711720350279563	0.910084433881501
ENSG00000002919	381.344282013491	-0.00542350773644701	0.0194569828891752	-0.259556857915398	0.795205618342506	0.940573405304886
ENSG00000002933	71.3738540960335	0.0700909274987575	0.0254861627540847	3.00232772784293	0.00267923567998832	0.0907897387769679
ENSG00000003056	922.991428384037	-0.00279175426569014	0.0170466945019602	-0.245424744356417	0.806127571545777	0.943868507329263
ENSG00000003096	239.954283363444	0.0729917268660486	0.0203084610396045	3.5809479809161	0.000342349816231143	0.0314901238044823
ENSG00000003137	240.038537671675	-0.107568972964768	0.0251215526900899	-3.92657947366362	8.61624313931585e-05	0.0149262051983415
ENSG00000003147	1596.34745568589	-0.0422530626657403	0.0195441402727655	-2.33287244306478	0.0196548410848891	0.208219798360577
ENSG00000003249	370.400190776477	-0.0609531201669651	0.0241122480629796	-2.6068239797052	0.00913863250791052	0.149350544476764
ENSG00000003393	2314.51041217917	0.0140210362400768	0.0144572861871998	0.889676436279754	0.373639650183541	0.72861910081309
ENSG00000003400	80.6860110711404	-0.0496074969874351	0.0253316963639058	-1.58874915131886	0.112117037347434	0.457016266605015
ENSG00000003402	601.162267118156	0.0379726901522393	0.0186102733613932	2.07822991430085	0.0376881881020347	0.286772347827634
ENSG00000003436	88.0970425762828	-0.00795201460664061	0.0251177413289298	-0.313375541559896	0.753995364079084	0.926910445208515
ENSG00000003509	625.653212879915	-0.0206811358881423	0.0145461694782386	-1.53544492774015	0.124674575011424	0.476334325553664
ENSG00000003756	1884.93894180934	0.00275455537282993	0.0132711658501525	0.15953048885043	0.873250939270272	0.965377176202346
ENSG00000003987	1390.02161866819	0.00768252647492376	0.0174751045301682	0.388419232668644	0.697705813719249	0.904844683443929
ENSG00000003989	1259.07004389631	0.0847643032699936	0.0247161414342416	3.45670933534202	0.000546814312150297	0.0400252673273957
ENSG00000004059	1098.88118846223	-0.00646421203670029	0.0198834182859321	-0.376907674945628	0.706242217575621	0.908300458270815
ENSG00000004139	145.394703038788	-0.0205741728997954	0.018340600062572	-1.12081031140762	0.262368614045785	0.63962926571875
ENSG00000004142	999.819379447224	-0.01969219619574	0.012310989417255	-1.59443036854239	0.110839675062374	0.455632818903822
ENSG00000004399	700.605325991323	0.0282183354816545	0.0201261783655989	1.39974845504599	0.161588658108797	0.530496687423512
ENSG00000004455	769.086569527026	-0.00482507919626606	0.0168398200980973	-0.24909055476097	0.803290735451464	0.943385295132681
ENSG00000004468	96.3746950815828	-0.0196400408372608	0.0250830965800421	-0.923217540369778	0.355893849810046	0.715366597355564
ENSG00000004478	2064.4569147844	0.0561710506202898	0.0241542268973249	2.38917523556375	0.0168862459367734	0.192632358344114
ENSG00000004487	1860.62340896754	-0.00228233815922474	0.0126739875570257	-0.217033419361925	0.828182300716987	0.951170544991637
ENSG00000004534	1569.20055343699	0.0443055996591415	0.0176039700908488	2.37640122931484	0.0174824411743486	0.196445938990465
ENSG00000004660	2182.71625591566	-0.0331659065057887	0.020778752162043	-1.69069304218411	0.0908954438800206	0.420932741614091
ENSG00000004700	498.122441567441	-0.00692172102124955	0.0165372489344425	-0.433121720145869	0.664926344155153	0.891984185591112
ENSG00000004766	3059.06373067993	-0.0267197084703218	0.0142283021938166	-1.9307167721234	0.0535180876211091	0.332545033252712
ENSG00000004776	16.2535106750979	-0.025496425280685	0.0244179090540714	-1.05219774528312	0.292708833754433	0.664863552894139
ENSG00000004777	240.870652149086	0.00650693281654172	0.0214446833393469	0.393278263199972	0.694113970936132	0.903611697050694
ENSG00000004779	883.411691163203	-0.00719269153384961	0.0212739249999673	-0.373006409357619	0.709143673694289	0.909495315595865
ENSG00000004799	1477.65133136557	-0.0462884964197578	0.0251203977352626	-1.1631093774871	0.244785127893724	0.622699571039481
ENSG00000004838	25.406375122774	-0.0156707979635665	0.0250262529887475	-0.46100879737941	0.644792293434324	0.882546356941629
ENSG00000004848	87.9321020686055	-0.00235232607526914	0.0236485383718345	-0.173387122082917	0.862347146889452	0.962262182080475
ENSG00000004864	336.399674218648	-0.00736837500993374	0.023140357409854	-0.259060635133021	0.795588456796351	0.940688426060429
ENSG00000004866	550.88680803262	0.0268796042291875	0.013994060012639	1.87084485675324	0.0613665880975547	0.355840622976839
ENSG00000004897	3193.53998653117	-0.0194601949086465	0.0107299268053457	-1.8491262515819	0.0644395845512915	0.363618372326886
ENSG00000004961	348.20184080087	0.00578207756959613	0.0160626377970252	0.336958580248236	0.736148124164259	0.919119749195819
ENSG00000004975	241.444090720171	0.0111286800911651	0.0155518270282893	0.76851427289892	0.442181714402236	0.776106074645649
ENSG00000005007	1200.67322765152	0.00951744031275051	0.0183563583963285	0.600223504857771	0.548357290853616	0.839662003702487
ENSG00000005020	962.730811875708	0.0377674754549114	0.0193193000120969	1.93890330867217	0.0525131130057629	0.330100572471666
ENSG00000005022	670.91073034132	-0.00200674041756307	0.0219080223503839	-0.0955376146540582	0.923887814710788	0.978937758917777
