Astro	Exc	Inh	Micro	Oligo	OPC
ENSG00000000003.10	0.356165154619018	0.139888360390404	0.230928143196737	0.310511181727726	0.703193839152715	0.4822185981612
ENSG00000000419.8	0.38615886634725	0.717091335176776	0.800374828621786	0.597511476065347	0.758002191772131	0.969106556332529
ENSG00000000457.9	0.575154839818256	0.0799588032799989	0.043390695324055	0.00299125220684171	0.173402633949804	0.00739324219405185
ENSG00000000460.12	0.84652497904028	0.905987363525896	0.87707384948984	0.426057005129743	0.831006977494384	0.691581835600717
ENSG00000000938.8	0.296668135315113	0.984072480768851	0.549183201944668	0.36066033111502	0.0808585186990183	0.197254499520237
ENSG00000000971.11	0.693575043737267	0.719147259487683	0.701712997218085	0.758197924451336	0.497249996980837	0.839079097349639
ENSG00000001036.9	0.905468165249148	0.691005011798445	0.359252290582325	0.605135059590292	0.676189854473288	0.870056418632489
ENSG00000001084.6	0.195094180173526	0.137559842898472	0.0777238133371364	0.270861200803309	0.869176303942189	0.0798665002169166
ENSG00000001167.10	0.0730059424316774	0.156703421788292	0.242802361723776	0.854784167205633	0.935325828192768	0.499159749528653
ENSG00000001460.13	0.865863168790886	0.828508388652088	0.411309656362666	0.502312882680467	0.973024793442635	0.186827507584876
ENSG00000001461.12	0.312215234552049	0.017507801011086	0.0210490178279936	0.0079261754220944	0.0275019397610839	0.0080848514182006
ENSG00000001497.12	0.0303178045606609	0.232969280201627	0.3198608922397	0.247504221317535	0.090049856562591	0.268392906114532
ENSG00000001561.6	0.0410999587390771	0.0792917432023637	0.0701246463003015	0.648335580974988	0.639997703261932	0.278472778374755
ENSG00000001617.7	0.92189683977498	0.849534996444559	0.783320451589635	0.409418281907317	0.939045477907113	0.595578529003451
ENSG00000001626.10	0.983903349276924	0.602934234655376	0.596286688278806	0.953594026259482	0.897091793786361	0.942417436268374
ENSG00000001629.5	0.339859341881014	0.104892480649345	0.204533580077231	0.0289812001814477	0.383778673832588	0.123668734901981
ENSG00000001630.11	0.298976775998523	0.40433786472593	0.761300751274489	0.666928315395592	0.718012915057577	0.937843781315855
ENSG00000001631.10	0.0600109299209009	0.0980034767857016	0.15571040361373	0.105167262064431	0.73869498174902	0.146399593000278
ENSG00000002016.12	0.00969515063779438	0.0441700608382046	0.152304982410676	0.539951574653626	0.12828095121979	0.734950233518027
ENSG00000002330.9	0.223325110727014	0.162305443788775	0.356209955204178	0.688038995902923	0.504658590673391	0.695337741948241
ENSG00000002549.8	0.173234851235611	0.771655210770345	0.301264510735573	0.293007363896851	0.704562281493877	0.194647117491525
ENSG00000002586.13	0.143510195838535	0.703295187987825	0.887775893301826	0.43155316411301	0.637216733979764	0.978235088170904
ENSG00000002587.5	0.361400863186965	0.935469813517782	0.927206819286068	0.312738104107042	0.666190707264547	0.789657640813723
ENSG00000002745.8	0.845085366975563	0.72166247638632	0.132834272661925	0.858481011348856	0.0778118406603953	0.0749857800190121
ENSG00000002746.10	0.222853975436168	0.00740662867751044	0.0231440711119823	0.0128992829221592	0.0697061120343545	0.0614353299712035
ENSG00000002822.11	0.0189550073854064	0.0211342048903655	0.041051447718011	0.164592611951604	0.720481147964777	0.141022734163609
ENSG00000002834.13	0.24265541753882	0.110340670796676	0.104370758217903	0.399058559563719	0.787991307791255	0.3542889327079
ENSG00000002919.10	0.043156351755515	0.215188284444053	0.145229676954039	0.845966617791938	0.983139241725404	0.12828110248075
ENSG00000002933.3	0.506084234894791	0.883158115921793	0.327693354561174	0.054043035940547	0.251330677885596	0.281895938741901
ENSG00000003056.3	0.0299645835816344	0.052546940146425	0.047983652070844	0.255218561155147	0.388218786631678	0.148304998313154
ENSG00000003096.9	0.326337320191431	0.619844254727697	0.592845685041965	0.0354825640961015	0.0208580304014433	0.0846156735063789
ENSG00000003137.4	0.413598662703744	0.808643119839578	0.755556409039393	0.355100272192969	0.0858464906918429	0.902433943946276
ENSG00000003147.13	0.0942031509200146	0.0444780789171592	0.0650444540167677	0.0211159425741003	0.872441993033001	0.0536203206105392
ENSG00000003249.9	0.840849263209553	0.418900905361749	0.689744890038825	0.0666909011348476	0.107993977567817	0.0298440659799611
ENSG00000003393.10	0.300066637084555	0.851479518436804	0.671118029800069	0.106969320143238	0.642781230206437	0.652269532747799
ENSG00000003400.10	0.630448220305406	0.180771442940948	0.243766864713572	0.12876937140158	0.981707353249343	0.831575742246563
ENSG00000003402.15	0.619476805124722	0.717263066045901	0.935661111715003	0.957287949280172	0.296620371910794	0.693122104066084
ENSG00000003436.10	0.880822457428461	0.906643192674496	0.79420769593473	0.798707621171153	0.986734767567526	0.676002933481996
ENSG00000003509.11	0.325032369694024	0.190754392981553	0.210318892713601	0.278733348596774	0.906466952710961	0.290538974999336
ENSG00000003756.12	0.00385905721628155	0.0117236004255457	0.0195125384000797	0.0911166295725102	0.103978468381195	0.0852308368919424
ENSG00000003987.9	0.389109105327881	0.194695008950884	0.27058535342485	0.214936762421843	0.204740936255771	0.77428253182699
ENSG00000003989.12	0.252343253502419	0.56959350148915	0.987030706270858	0.316955378127101	0.181910728104705	0.31060721907117
ENSG00000004059.6	0.211478541754096	0.0414793454588998	0.0330458235557337	0.155148650822056	0.754679060103829	0.129216310818463
ENSG00000004139.9	0.402707515035261	0.553122085826057	0.352163273367421	0.392465308116399	0.327222462440849	0.452663045393693
ENSG00000004142.7	0.180776838255018	0.147940980879094	0.119706699739369	0.310607914300931	0.789298211259219	0.176691353987191
ENSG00000004399.8	0.112963225229882	0.551212990047885	0.48839872948192	0.614427711487462	0.0576495090574397	0.944926214310714
ENSG00000004455.12	0.00143294298447849	0.000429274006037196	0.00352853520925733	0.00143099283410277	0.968107952067043	0.0185158214722968
ENSG00000004468.8	0.699995710846553	0.313136211646835	0.336595310435472	0.647359720880087	0.464309718497631	0.632530244552154
ENSG00000004478.5	0.984231520771551	0.624201582217664	0.800378589360779	0.755322030831727	0.636934364938814	0.707166706965261
ENSG00000004487.11	0.0352979763072812	0.0306591903668039	0.0580522829353526	0.617253050981787	0.452209703324969	0.528160333682184
ENSG00000004534.10	0.0719355131208914	0.375875277253492	0.491496383332886	0.362721607363061	0.188118075766384	0.392867210213869
ENSG00000004660.10	0.703683282611747	0.44307477459804	0.560324345384385	0.17391069283542	0.537686193240118	0.352989682399969
