baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	209.040585742587	0.0117180310210266	0.0270600376743504	0.433038237494172	0.664986991045335	0.87136493004469
ENSG00000000419	662.013774163891	-0.00946391949710934	0.0192541156245455	-0.49152709382531	0.623053694078127	0.848548936047465
ENSG00000000457	260.667974605383	-0.00623929647802849	0.0190760785113669	-0.327074376125611	0.743611631785392	0.907544096844639
ENSG00000000460	222.907015364046	-0.0585462893967507	0.0184358374488593	-3.17567832538972	0.00149486612004483	0.0480297942866953
ENSG00000000938	64.3858509769285	-0.0419537315309554	0.0567757958764427	-0.738936916397551	0.45994530434706	0.749909253864054
ENSG00000000971	592.138449630477	-0.0567172922391977	0.0593157230209941	-0.956193220794481	0.338974624304069	0.662274858085807
ENSG00000001036	197.421588997215	0.0263210402345258	0.0198012477546609	1.32926169909319	0.183761645710955	0.50621872270805
ENSG00000001084	1086.50893281757	0.0301795647815059	0.0145210778595828	2.07832814294771	0.0376791460632277	0.239509662709075
ENSG00000001167	651.777993184489	0.0351782688697223	0.0151725862176985	2.31854137224725	0.0204199171873984	0.178488588353878
ENSG00000001460	305.101227171518	0.00157108805971364	0.0206481433883673	0.0760885872479341	0.939348619875703	0.980543671358645
ENSG00000001461	2414.76117791122	0.0247059788242328	0.0176607549281278	1.39891974747265	0.161837050087564	0.480061158279149
ENSG00000001497	392.672914063596	0.0223195064777576	0.0218681352590436	1.02064059021801	0.307424751181588	0.635086141839965
ENSG00000001561	2978.45806134385	0.0307016716817959	0.0180297345598408	1.70283547879736	0.0885988612898162	0.362939558697322
ENSG00000001617	48.7281584138536	0.097930762439505	0.0538186097964359	1.81964496686034	0.0688130891333568	0.322036581923508
ENSG00000001626	52.5477790439569	0.063780432703367	0.0379324355896666	1.68142202608107	0.0926809701988951	0.370670879473098
ENSG00000001629	4199.7937542135	0.0228409481619147	0.0135439605012075	1.68643050604572	0.0917129098018811	0.369625430198043
ENSG00000001630	129.242974763598	0.0660457301400379	0.0418386608924683	1.57858135827496	0.114432113317938	0.41106182333736
ENSG00000001631	1789.8748336598	0.00548139718642201	0.0135072204836471	0.405812372209235	0.68488046733648	0.880043645107728
ENSG00000002016	308.359677728189	0.0374596489458363	0.0252459349883624	1.48378932937536	0.137864818828796	0.448152283629869
ENSG00000002079	18.8659446012046	0.110847205365588	0.0526113080704251	2.1069083706721	0.0351255228978131	0.231585591500076
ENSG00000002330	144.19759870939	-0.0504688510266241	0.0338679024969849	-1.49016760134812	0.136180172863569	0.445458558805712
ENSG00000002549	1085.82780050389	0.0790065633273448	0.0343949121864702	2.29704215841619	0.0216163648781031	0.183562497175656
ENSG00000002586	222.550946814755	0.0654577268795331	0.0370315761408415	1.76761925094894	0.0771245774944372	0.339818931105206
ENSG00000002587	149.494727973955	-0.111514308643488	0.0284169949042245	-3.92421186755783	8.70141330930221e-05	0.0105780689984663
ENSG00000002745	51.5079947622923	-0.0370952126909417	0.0392860096088576	-0.944234679476789	0.34504973718915	0.666335602083863
ENSG00000002746	2046.75600866222	-0.0210207259119799	0.0191242373777196	-1.09916675351822	0.271695337401862	0.602260895063969
ENSG00000002822	450.027842442191	0.0256452377130606	0.0210818824020348	1.21645862660658	0.223810262544901	0.551252101633105
ENSG00000002834	1034.79773354763	-0.0205864049072257	0.0190344980301267	-1.0815312741446	0.279460856885587	0.60895516697459
ENSG00000002919	381.344282013491	0.000560068562849908	0.0241918610073919	0.0231511152729746	0.981529732504014	0.995173393127515
ENSG00000002933	71.3738540960335	0.165869844519005	0.0426356091984469	3.89040634430638	0.000100076497197791	0.0114307155150972
ENSG00000003056	922.991428384037	0.00172874073603527	0.0195230781650415	0.0885485742269266	0.92944067927653	0.977040956440432
ENSG00000003096	239.954283363444	0.0576787954728966	0.0250031004718637	2.30686572402504	0.0210623068686394	0.180628397353662
ENSG00000003137	240.038537671675	-0.16889697271879	0.038162299512468	-4.42575460274897	9.6105729156137e-06	0.00277478596902469
ENSG00000003147	1596.34745568589	-0.0525815396437943	0.0241474929779783	-2.17751547507425	0.0294421284618636	0.213627562466045
ENSG00000003249	370.400190776477	-0.123363075151706	0.0343154666871669	-3.59497005465005	0.000324428891266542	0.0232768516053554
ENSG00000003393	2314.51041217917	0.0138861892497303	0.0121555204627808	1.14237718510275	0.25329727044458	0.583561124509512
ENSG00000003400	80.6860110711404	-0.079430785474747	0.0375210705099132	-2.11696479858593	0.03426283544497	0.230088208267255
ENSG00000003402	601.162267118156	0.0514936436992642	0.0186776073292515	2.75697217483626	0.00583393157053604	0.0943669774539355
ENSG00000003436	88.0970425762828	-0.0302895691030056	0.0407418816879377	-0.743450421239952	0.457209027405067	0.747974346208057
ENSG00000003509	625.653212879915	-0.0140323217068443	0.0148880425820163	-0.94252294279399	0.345924970578404	0.667073215532804
ENSG00000003756	1884.93894180934	0.00856620241949778	0.0142086783639538	0.602885236759915	0.546585037832524	0.806435532154527
ENSG00000003987	1390.02161866819	-0.00444100869001744	0.0188553567169412	-0.23553034592166	0.813797128587105	0.936151155730061
ENSG00000003989	1259.07004389631	0.202772590265051	0.0580976087746854	3.49020544118168	0.000482649356706058	0.0278662568248136
ENSG00000004059	1098.88118846223	-0.0137503427965288	0.0223192279862535	-0.616076093895257	0.537844299197038	0.801406735244606
ENSG00000004139	145.394703038788	-0.0216943075330091	0.0216557391256822	-1.00178097857122	0.316449386015276	0.643082211764989
ENSG00000004142	999.819379447224	-0.0229486795157669	0.0125713014913397	-1.8254815964422	0.0679283858923338	0.320055078162609
ENSG00000004399	700.605325991323	0.0226718919138512	0.0246537398052475	0.919612687281849	0.357775194303258	0.675706430870782
ENSG00000004455	769.086569527026	0.0158315682433713	0.0139639660466414	1.1337443954312	0.256901781343026	0.58725301752107
ENSG00000004468	96.3746950815828	-0.0950098567181328	0.0549801465186076	-1.7280757279535	0.0839746484448526	0.354080799533205
ENSG00000004478	2064.4569147844	0.0960674489413881	0.0368168506986244	2.6093336914604	0.00907187306522483	0.1170924518111
