geneSymbol	AN00142_ba9_3rd	AN00493_ba9_104	AN00544_ba9_16	AN00764_ba9_61	AN01125_ba9_22	AN01410_ba9_67	AN01570_ba9_58	AN01971_ba9_1st	AN03217_ba9_2nd	AN03345_ba9_79	AN03632_ba9_2nd	AN03935_ba9_2nd	AN04479_ba9_10	AN04682_ba9_1st	AN05983_ba9_3rd	AN06420_ba9_52	AN07176_ba9_13	AN07444_ba9_3rd	AN08043_ba9_1st	AN08161_ba9_1st	AN08166_ba9_85	AN08792_ba9_101	AN08873_ba9_76	AN09402_ba9_3rd	AN09714_ba9_1st	AN09730_ba9_118	AN10028_ba9_115	AN10679_ba9_1st	AN10723_ba9_1st	AN10833_ba9_46	AN11864_ba9_3rd	AN11931_ba9_3rd	AN11989_ba9_109	AN12137_ba9_3rd	AN12240_ba9_7	AN12457_ba9_34	AN13295_ba9_88	AN13872_ba9_49	AN14757_ba9_2nd	AN14762_ba9_1st	AN14829_ba9	AN15088_ba9_1st	AN15451_ba9	AN15566_ba9_28	AN16115_ba9_70	AN16641_ba9_73	AN17138_ba9_43	AN17254_ba9_98	AN17425_ba9_1st	AN17515_ba9_1st	AN19442_ba9_3rd	AN19511_ba9_112	AN19760_ba9_25	UMB1185_ba9	UMB1376_ba9_3rd	UMB1407_ba9	UMB1499_ba9	UMB1578_ba9_2nd	UMB1714_ba9	UMB4334_ba9	UMB4337_ba9_3rd	UMB4590_ba9_1st	UMB4670_ba9	UMB4787_ba9	UMB4842_ba9_2nd	UMB4849_ba9_2nd	UMB4999_ba9_2nd	UMB5023_ba9	UMB5027_ba9_1st	UMB5079_ba9_2nd	UMB5115_ba9_2nd	UMB5144_ba9_2nd	UMB5163_ba9_2nd	UMB5168_ba9_2nd	UMB5176_ba9	UMB5242_ba9_1st	UMB5278_ba9_1st	UMB5297_ba9_1st	UMB5303_ba9	UMB5308_ba9_2nd	UMB5309_ba9	UMB5340_ba9_2nd	UMB5342_ba9_2nd	UMB5391_ba9	UMB5558_ba9
ABAT	140.354490528697	85.8029296071011	135.534343637848	148.843784948217	110.177271220811	107.824355036206	146.601694334898	173.65516648601	144.627737136319	124.800733479924	165.155664178525	137.301413655431	129.264599116145	99.4599155232121	158.49822206398	165.400150633291	131.074297806661	146.041664293673	148.617745290573	118.118101640713	147.050624523145	134.145489928099	139.250710398433	145.72608289723	179.508804498347	139.301856347595	120.972632843954	128.161358963476	117.37258754802	156.863005468893	170.989043649394	132.253670304691	140.603045583118	183.676835904613	111.411278358005	107.162505747986	147.004717262279	148.297678575189	133.953107556244	163.696959581391	154.911204312504	133.911128151816	171.438808728179	134.570765828414	118.717237968228	125.192203152836	111.851699543159	94.5419165183114	139.200657310673	132.344558373449	167.954419678364	154.246411731895	149.790607023912	137.630496766771	153.395618218102	129.106899991836	165.419774965726	128.803594717598	161.97596109405	153.359495091614	156.436847920787	136.368903480299	127.914802945865	143.57196167953	142.837941991856	135.949803229202	130.644075082843	148.643897861081	170.172304033262	132.269611789792	163.707640596168	135.257993007264	139.212295876441	156.272716462462	146.271769482474	130.983006471701	144.831974050347	155.104253782713	168.108510232994	127.585916130802	164.176919073094	151.744988126305	151.933870623236	125.255608963841	148.809136664208
ABCA2	170.96609308663	289.717958315064	170.876654475148	251.214468545587	144.996107311977	83.6978735832385	114.868958458215	266.632397691897	477.080143446867	87.0748176749078	155.408486177894	111.894808215255	196.845464873754	110.850545775713	68.3837941981972	192.958920957504	239.252036301465	121.162018909358	144.45985395104	326.058248561283	162.42405475875	218.747644341263	281.398153750059	154.906765263771	200.305347219259	402.109943440229	709.382467973518	145.356302879806	70.4083054433237	226.534741606393	104.396489616403	215.041577510771	194.54912310425	137.266845407127	240.442328943877	399.998654430232	486.821999137982	97.4084911618263	172.485048370617	119.660246703075	244.031227841103	127.146819841808	178.773140598372	363.713967795735	495.372963666506	247.393246659363	118.522386979683	431.63560905756	303.194842271633	121.720439371707	100.557510536642	101.827228790546	261.430726720443	311.264120467179	149.874079218055	153.997716691855	77.6767073770329	110.46680846989	122.11891702248	93.540903836347	109.066896918576	212.284997814021	154.719568864311	140.175539117171	189.39244226272	242.767183928716	110.193256189418	160.29539754107	299.005715341618	141.812780439543	289.176678624484	209.710761162074	141.498550328441	219.744119713756	97.6672171058303	197.215786094408	64.4106759649521	251.586945683367	206.707387234429	112.917338900201	141.715061800226	109.626878112817	331.356077558822	77.1202622378541	151.593253019523
ABCA8	19.2315059508261	36.8499663503141	19.788035020588	13.9503422561143	41.682146041042	13.3196678252187	4.42889995395298	10.9870998720006	45.4647405368064	11.3312036961423	17.6937013611724	10.6315925280502	30.4895894770715	24.702178833584	8.59969056818032	21.2055380669992	22.6737880221772	5.38301765136883	9.23723400785135	28.0473065849427	9.0291822983396	68.7866490198882	22.5023849061495	17.2319611049024	22.3827366794736	26.9024492697165	86.6974483380853	18.685962821241	10.4446153035634	14.3045175143177	11.7282833165067	19.4305507887991	28.5734899978767	22.2312834148527	42.6797112851059	41.2364368461762	28.7063699481938	4.54450135797181	25.0837898570812	6.00764586044893	45.5827626855573	18.2384624129781	14.2263597317403	30.5151301905017	122.710893244042	21.0340502626645	2.39373564113921	58.6929020804495	34.8237276811815	26.2588737233851	17.7673047873369	9.46356892592826	19.5490921741149	38.7272388809228	19.9686368733572	26.2250805852998	7.08222985171625	15.5870636625432	8.34832816943767	13.1047037610707	8.27785238096064	12.6959494591414	24.435208703997	15.2851736948966	17.363637465324	12.8736810319148	14.2653006661663	24.9517701463677	14.4040008707868	14.5483647049529	26.4647927250653	19.6031782537572	7.34560685098264	9.92524115878704	9.12813873727745	19.1663872836196	5.99377903717724	4.98190578629294	27.3754773361699	4.92227653650059	14.962874046838	4.51549327077384	15.6221844211856	11.5169391467331	13.2619983032497
ABCC4	3.25554255188649	7.2854905961246	4.99104515006476	5.09900989724665	8.16230640031	5.16357231277423	6.2504317210264	6.89980636393342	7.56220543841424	7.64159456522403	7.77051590494745	8.8431893377037	7.7079640808677	4.43444816036157	6.94627510148221	4.99091245841639	6.04756919316923	4.9870937688592	5.57386775280018	8.99475259552369	6.29563386448737	8.23035137385454	4.73569027017587	6.23697938108063	8.11977964841682	6.60389924753321	5.89666222416273	5.21450389976423	3.96535512853609	5.2549248544091	5.41063876970066	5.91864464950007	3.77003826311802	9.26842180927734	5.16408932297971	6.81256169649824	6.37871781040048	8.68231364705716	7.35027075063536	6.21194573323544	6.1123986456854	5.17232767662126	5.35309670778069	4.27099326286378	11.2225529561638	7.26142334050365	5.11679209814916	11.7719698662981	5.51619036708514	5.69466700172879	5.71459209379032	14.7181756229791	4.46330277424423	7.0655288236795	4.86229438616684	7.55195336618567	5.61713237858263	3.62588918241304	6.41730609401274	4.72249928923926	9.09532399864718	3.13309357316771	8.26359233942515	5.28185452680294	5.3550680230024	6.43806570367168	4.85340833525986	4.8575679096682	4.52411687988549	5.60463146740092	7.76105696072675	4.8963926071411	8.78662734571783	5.98805551899285	5.41646583465797	4.07722307007359	6.68420920515106	4.68079735151993	8.94965543992121	6.77624741077227	7.29597184448311	4.43420345248223	4.36925712949313	5.01529428415693	7.43169752463666
ACACB	10.006122071304	11.7962044186763	12.6541312572416	12.6398451806529	9.03101449810468	7.61089519904343	8.81631489817443	47.4459997062191	15.7164501961764	5.11519109749568	13.2641569359647	10.3471291692983	15.518688741836	5.79572238552091	6.47215043301796	16.3279952104446	13.1785900303497	6.04834821605113	11.1924728573758	17.155287172434	10.1440407321034	12.0625984387957	12.8422998408257	7.43460724610692	17.8319443866738	24.9133257266479	20.6666181589704	12.09679226584	9.65094780049369	13.0331555861789	12.1937604457666	9.2900055469121	11.6168052177	14.9742917739374	10.0014976228697	17.8724429737298	24.3402152723662	12.5019682653968	11.3782945131187	11.3730748064462	46.3672947298511	10.4052788849997	21.4080305589575	17.160606650099	24.6692704110051	9.93784531111996	17.2434076333236	21.5586357785316	15.9731756378883	10.7630642145985	8.49879241921571	16.7991961178207	17.1913757032581	11.1350917330376	8.04643691448116	8.10938107146088	7.9636367549603	6.40008335870978	10.0246633865555	9.22046862196539	13.2641982784627	10.5433438607061	9.42209440833954	6.1870095443451	13.723115910443	14.1375303796929	7.43804957175067	9.68192322872541	12.5546759040822	12.0967449591429	16.1414263431927	8.4458274663238	17.3515518482195	13.8811617105805	7.11989350370834	8.10116662563343	7.65153522080116	22.6512837111348	9.93580386775988	11.04729217151	12.4520698797022	11.2876651717618	12.388072645316	7.32922462499051	21.603795077068
ACOX2	2.07252584417899	4.50158348029492	2.11441759759747	3.62722555381688	2.76129684457684	2.16016355059412	2.50357750971272	3.57094190651414	3.68252512322696	2.18071543876129	3.48633288977805	4.84653179606982	5.19578647997572	3.08367162822252	3.84046442968136	3.49755084237947	3.60581368249847	1.4761799506507	3.04449879318151	2.0994861982832	2.21324184016593	6.24069218840004	3.02146099526445	2.3720180717606	6.57223053692647	7.43041914693967	3.45732668715662	2.97030596866868	2.40736497536155	3.05515126884358	2.91782260810318	2.25095053408865	2.08553143668967	3.14771606620209	2.55933500223133	6.55755169901634	2.93536725483845	3.55732637166795	2.96840359615303	1.77447491557463	14.0901535285683	4.72559772860011	7.68766575812102	4.35036251022193	4.96787860396175	3.11211173744886	5.15142756352401	7.22552394474498	4.11722671310389	3.57938575464335	2.07885293018356	7.30856049703825	3.67606591669322	3.71414553577421	2.54265614700303	1.29835682262459	4.07111413309693	1.48770810642688	2.65432383858773	5.72586536979277	5.04450622334606	2.82168765296458	2.77798400897049	4.31571587323802	4.72214860730973	4.48890613803557	2.08444873072355	3.25764120951984	3.63971051233238	3.11906866336753	3.45725430475341	1.64133797802186	4.39586992432609	2.40554365957965	3.03090288254784	1.92061935798371	3.55087874259583	7.74170601812702	3.49326080427252	3.41747182561271	3.83930302461567	3.16999562832828	2.92458303595904	1.9208250002821	8.26272754859509
ACSBG1	43.9737478467891	56.0811370261475	44.7566247529506	50.2369472098721	37.2397448374577	42.6816418856197	28.3898794852583	57.2817255376333	30.6778390227412	20.9814518647941	26.8436747382717	50.2944577528398	52.785280080067	51.221748383741	22.0333438348511	41.4509080707572	24.1588121892393	15.8375955099376	26.5747811642568	25.4480773699497	31.447740050444	25.604131769751	40.2892020199612	58.6977127790671	43.0618226290442	94.351956105602	38.1524193920279	37.0405532185246	39.7533491177746	40.4075219133938	43.1958235237947	22.4559966207893	44.1017871369982	30.3595401336623	23.2170548966282	61.1470994810866	54.8703095208555	30.4802494236096	35.0475803939399	35.4189183335108	159.568109458769	33.2551631293323	88.6811686673194	46.7734465487317	69.9593469152961	42.9716873676035	113.667092618514	55.1892952590001	43.7706780427187	46.6741865038672	41.5626446129184	46.2057963470218	37.7443526826459	35.8322190563817	23.0860125880648	15.8278335956855	40.3239268876528	20.507830891553	24.4812286857199	53.5350120194768	39.9132003989621	32.00599494083	35.5601673946813	53.2874366089562	48.4057654232828	37.5775121847125	19.4526984695533	37.6024237721434	45.784768077558	28.8179036214148	37.8809219985315	23.6767130806056	38.6464020539574	21.7981337705209	20.5048201542247	22.748977015576	53.5967043955386	91.7973496601174	34.0323975522776	31.8159136205033	52.1764368115472	46.9938237723537	29.3859652234444	27.4996929117812	118.639033878383
ACSS1	24.3313278954557	23.8995719303799	25.8285677062767	30.650150880614	23.11588780609	17.1891684506833	19.7160822481257	38.6728245333213	31.1265737789234	13.9750314681309	14.9285319009813	33.190494034124	34.0484422366052	18.7927721116705	17.0770698947273	30.1504901296869	24.9441068055533	11.5293270513766	19.2936263121452	25.5407187744469	24.0255118282577	24.2376891508776	31.7230599136572	22.8931109258949	36.1009610482259	55.9449109205306	33.948160934203	31.4824695302569	22.2011569852581	30.8698058544588	22.4408065098119	13.151555607343	28.6601739526184	24.8287102000843	21.7805847587376	33.7413034952015	42.1595170399401	24.1529023117023	30.0818344909164	25.9707401077188	117.487778632216	24.8124181887996	49.9538368393436	40.6802323231205	56.6949866755133	23.0984645795209	48.3464554155442	39.6829388108706	32.3683228143843	20.5895468384506	15.9913486364664	37.2556454337584	34.3024004743894	29.1621830341987	19.6805892376698	16.4183217319383	19.7369183665925	12.6997951017231	21.5957142612831	37.2396286760576	31.4566277268921	23.76256863739	26.1918179313809	20.9169103600622	32.9718124472282	36.4606910377312	15.8610289842546	23.0652939368345	33.2220633583721	26.022923452904	30.4224993958088	16.1986824980737	34.4593215376703	19.5942731265112	15.4191337235809	16.3865951651183	22.4371128565809	32.3762194430823	25.6432849499219	24.9688818842327	35.5501643979302	28.7883647455341	29.6234248512081	19.7386326252055	58.5082380532668
ACSS3	19.0394538178646	11.7687312200996	21.3841824661992	11.7606526206842	17.089915881106	15.4263929580898	6.91483741466372	29.923654064552	25.0105811199617	10.3112819124896	18.8312344435159	19.9117289783915	19.9581113447532	15.0240713526001	17.3117984764097	13.2803534244877	8.4969036458032	4.93250542013946	9.64068299252248	11.4544592940718	8.95345695300913	16.642314596355	8.9939637289568	16.2629624098677	28.9578001195434	25.0575014916938	10.1325683135455	13.5228946516487	13.1490553121801	11.2217885115861	19.5103647435038	29.0919083934792	17.1133158981796	17.0034333549986	10.0134347820515	27.3494893061635	16.8798040187675	9.14795906491597	11.204632739786	8.2641092912152	41.6193109455806	11.8386586592956	27.0783491446814	12.7094624376928	22.5091828893473	7.90672332488859	19.8016972156612	21.7577897825988	17.0163607120515	18.7559483770586	13.7614901657528	17.8599365764385	9.04961799384298	8.53705594792082	9.8853148351994	4.80899509863358	10.1041311519838	6.087345422458	6.88494942380025	17.9116499203963	12.4789768253673	5.62374627787705	7.35582571811662	10.7745819828638	14.9893049261186	10.8484954009046	7.27647506128504	14.0831189236534	15.0530006874881	12.1827924947902	15.8260436875279	7.03654274609824	11.9217439072797	7.32142605459161	8.46229329792788	5.83807188269881	8.849704884114	25.9829664406784	20.781008580285	9.20100431837125	12.5260789372746	17.1355596672652	7.64413229461901	5.30972100507774	27.017505383436
ACTN1	52.0245882103619	99.4689744194451	49.9689444834381	78.7238918163923	29.1352630154413	24.727078024575	71.906831345941	143.365028420069	71.0713432904539	38.1285560054154	63.049715045645	58.464772047057	60.2699715696916	53.5416604709565	39.0272064949855	57.9518833003232	81.4548498941504	52.5245689210613	55.681560046808	56.4130694444263	60.5268454108717	55.6087483279849	74.9420829691975	47.7493912355135	71.1674181126111	81.6100113805201	71.2505956412921	46.9627692664857	33.8411082490326	89.1247675148796	41.8225946016081	25.3946526086683	63.4778788771487	48.1231978098092	45.950463448663	85.758877658029	71.0004990544377	60.4064937086197	49.8792822449221	56.8783109229188	21.2296485195943	47.6586472768282	75.4874442757972	73.9309950879633	15.8336182415007	63.1478462293595	57.0758857091145	83.7283363909023	45.9233129190998	38.4251430997109	33.0487385757098	49.5927969329882	77.4240416500681	43.364988239089	42.7557407292987	35.9906385780527	39.5381779720164	42.5603472550404	44.9596308949657	43.5947157376377	55.4189865131523	74.2265829555655	37.0891572503074	45.3877206823529	78.6409833281262	79.6225288433458	47.3705699505642	32.5832710017863	68.7874322231693	61.8100588064061	52.2521712132771	69.0290341019923	82.6119342399183	84.3061953775871	42.7844750642177	63.2876300941007	46.7037532554993	133.242210124388	42.7958678625344	56.9396374125242	57.4139377228209	51.8388972031648	85.5897998956141	38.6409910219358	46.6843974699811
