"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.277432712215321,0.529652678788722,0.116234148779716,0.0987822907211309,1.1436733339868,98
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.00230501243230432,0.0230916560785802,0.431707695803346,-0.423975840336135,-2.0822286409385,17
"3","REACTOME_ABC_TRANSPORTER_DISORDERS",0.111788617886179,0.324028857940958,0.190023305279108,0.138262459657147,1.38295836136486,72
"4","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.335227272727273,0.586406812123095,0.0985499803531691,-0.20791593659486,-1.08645516880039,19
"5","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.00730434225057477,0.0552546162084295,0.407017918923954,-0.448032512800609,-1.93439403947913,13
"6","REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",0.474,0.672306122448979,0.0819778796501272,-0.253334950278923,-0.973620978135043,10
"7","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.87229862475442,0.913367298236267,0.0511147954416412,-0.109726696178033,-0.685260218775349,29
"8","REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",0.678,0.805139473078452,0.0637845390312975,-0.218384671355809,-0.839299500921774,10
"9","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.422680412371134,0.640355066153544,0.0899860794997137,0.180337814881328,1.01762550540275,22
"10","REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.00365318142767198,0.0321625349351989,0.431707695803346,-0.373547438777491,-2.01807461106049,21
"11","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",0.298353909465021,0.551112204858975,0.11101149245045,0.136052135827769,1.10403472377942,47
"12","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.538775510204082,0.70901581934549,0.0762797180809272,0.131895881895882,0.909949450450069,33
"13","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.500994035785288,0.683564868457964,0.0787113806986485,-0.21087214178282,-0.935368303786737,14
"14","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.8125,0.881463414634146,0.0541200569620232,-0.117789345188966,-0.725530434570328,28
"15","REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",0.49498997995992,0.67870389360719,0.0797705918628453,0.124697847250528,0.955044423025853,41
"16","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.697674418604651,0.814930623412156,0.0609039347452418,-0.171766582561017,-0.812272708969627,16
"17","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.0140970350728282,0.0900913965573849,0.380730400722792,-0.295100210241722,-1.76729810913319,26
"18","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.234592445328032,0.489431142973305,0.125033367555272,-0.272708054644884,-1.20965466725746,14
"19","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",1.22827988336848e-07,7.12511632268638e-06,0.690132458796796,-0.317400043119336,-3.42472442506479,84
"20","REACTOME_ACTIVATION_OF_RAC1",0.482617586912065,0.673539727915982,0.0822054920415869,-0.231395236016106,-0.954938498324649,12
"21","REACTOME_ACTIVATION_OF_SMO",0.391752577319588,0.622294264889124,0.0943563635421779,0.223435225618632,1.0358467232021,15
"22","REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.682,0.808511727078891,0.0635007968065945,-0.217535774921174,-0.836037008414858,10
"23","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",3.69627889757077e-07,1.71260922254112e-05,0.674962860011025,0.356677221084001,3.19342653313341,59
"24","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.0182461671874318,0.103519070981756,0.352487857583619,0.278547558615332,1.80913171980181,29
"25","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.767535070140281,0.861806944764085,0.0579754757571486,0.171926225247267,0.76996140216998,14
"26","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.386317907444668,0.618955512572534,0.0937465422491719,0.237893534759438,1.03823674002506,13
"27","REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.968503937007874,0.976406507663423,0.0464154956843849,0.137915979431454,0.55962242013428,11
"28","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",0.00454534786133522,0.0382911122863998,0.407017918923954,0.0708558357647381,1.98852919144634,623
"29","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",0.0756972111553785,0.267223170808828,0.231126709673834,0.389303904923599,1.49793319500614,10
"30","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",0.221327967806841,0.470586424858905,0.130105630751129,0.273903178133723,1.19539332178836,13
"31","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.235181644359465,0.489531988597409,0.122107920287081,-0.203883495145631,-1.2033062931536,25
"32","REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",0.00676373289377565,0.0518708343301967,0.407017918923954,-0.193049476091806,-1.97254943769525,76
"33","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.728155339805825,0.836475968867849,0.0589694466690997,-0.146635882075603,-0.792194297076961,21
"34","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.412915851272016,0.633591425146323,0.0883594442500905,-0.208282905553526,-1.02291826585591,17
"35","REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.427734375,0.643627368064953,0.0862865626267245,-0.176453812921703,-1.0207945350599,24
"36","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",0.807086614173228,0.878940615835777,0.0547939500773363,0.183661589211216,0.745244629837631,11
"37","REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",0.686159844054581,0.809989115274622,0.0619762736001998,0.191190025711929,0.812109568415662,12
"38","REACTOME_AGGREPHAGY",0.978846153846154,0.982115711844291,0.0448645113168564,-0.0786859085547769,-0.546613297850704,35
"39","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",0.470941883767535,0.670202507232401,0.0824344091527096,0.218375070177506,0.977979799131968,14
"40","REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",0.484662576687117,0.673539727915982,0.0819778796501272,-0.230716052976277,-0.952135596919639,12
"41","REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY",0.450787401574803,0.656979804129988,0.0838361057159929,0.242068497137867,0.98224265792123,11
"42","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",5.79539897072649e-05,0.00137116673520167,0.557332238758646,-0.403423160961398,-2.55929833220857,30
"43","REACTOME_AMINO_ACIDS_REGULATE_MTORC1",0.311340206185567,0.563657848347291,0.108394255853397,0.132638990134616,1.10074204458038,48
"44","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0.0755102040816327,0.267223170808828,0.234392647294686,0.232807829156812,1.48496640798516,28
"45","REACTOME_AMYLOID_FIBER_FORMATION",0.418786692759295,0.637059921133155,0.0875697115548511,-0.140032161328176,-1.01162585668052,38
"46","REACTOME_ANCHORING_FIBRIL_FORMATION",0.517525773195876,0.699257180794428,0.0789209638180035,0.204512372634643,0.948120290618207,15
"47","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.135188866799205,0.363995205522314,0.169570644405628,0.117990485347813,1.33933375355743,93
"48","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",0.532818532818533,0.708562325766627,0.0739901439101341,-0.156861610160314,-0.939413858108857,26
"49","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.5859375,0.735580652746736,0.0697792517076235,-0.153433085772535,-0.88761842467796,24
"50","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.412350597609562,0.633591425146323,0.0894366833718621,0.0893836856470708,1.00457665770734,92
"51","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.000113690816863924,0.00234118867319783,0.538434096309916,0.129674486806586,2.51169632055258,282
"52","REACTOME_ANTIMICROBIAL_PEPTIDES",0.246212121212121,0.497796143250689,0.118287526124085,-0.225897413630164,-1.18041655044156,19
"53","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.113060428849903,0.324028857940958,0.184706471207739,-0.138247219098893,-1.41258852298967,76
"54","REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",0.000858819657463269,0.0108523574897631,0.477270815362862,-0.185448864765175,-2.22923296423815,104
"55","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",0.277665995975855,0.529652678788722,0.114266502484433,0.196781232721179,1.13905676819156,23
"56","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",0.279260780287474,0.529652678788722,0.115240003147781,0.211269656377402,1.16394554973295,21
