"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.670020120724346,0.968724214465051,0.0646484568421928,-0.0724641406611485,-0.854595819123282,96
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.395299145299145,0.899397920087575,0.0959206777921745,-0.212901925144642,-1.04171933103263,16
"3","REACTOME_ABC_TRANSPORTER_DISORDERS",0.671259842519685,0.968724214465051,0.0635007968065945,0.0836752506619529,0.820679871877647,70
"4","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.392504930966469,0.899397920087575,0.0916795246008379,0.181460053624079,1.04734229153349,23
"5","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.34375,0.882418439902856,0.0988903007520636,0.254794401871294,1.10669442482052,13
"6","REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",0.697265625,0.968724214465051,0.0613026075396207,0.216558325229052,0.827390749467972,10
"7","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.395711500974659,0.899397920087575,0.0905428948469474,0.160716367915028,1.03127334008979,29
"8","REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",0.658203125,0.968724214465051,0.0640703750499722,0.22429748681988,0.856959276570848,10
"9","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.832677165354331,0.977148846960168,0.053347785067549,-0.123405889884763,-0.70550990247393,22
"10","REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.97165991902834,0.992405576239114,0.0475434194201301,0.104071702944942,0.579950808943082,22
"11","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",0.291428571428571,0.864128686327078,0.107554375265169,0.130275426988768,1.09275010394246,50
"12","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.655670103092784,0.968724214465051,0.0668966276500666,-0.125490007686395,-0.854475928376494,32
"13","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.756813417190776,0.968724214465051,0.0607719451853533,-0.16498087485647,-0.763743655567915,14
"14","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.0801603206412826,0.757245156800682,0.224966093540314,-0.224365636412872,-1.44964862321461,28
"15","REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",0.53411306042885,0.93256353021978,0.0743625384422526,0.11803688919813,0.908277731615769,42
"16","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.222846441947566,0.843232645948301,0.124434168630393,0.250848010854539,1.20789220996901,16
"17","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.854043392504931,0.982542917709912,0.0522693317499306,-0.114586658155123,-0.711160893428262,26
"18","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.80293501048218,0.975332700205972,0.0579754757571486,-0.157312533368439,-0.728244709612468,14
"19","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.232510288065844,0.843232645948301,0.128142916898415,0.114605233728472,1.21438111277743,85
"20","REACTOME_ACTIVATION_OF_RAC1",0.115830115830116,0.757245156800682,0.181383128498408,0.327890111765208,1.37030076750066,12
"21","REACTOME_ACTIVATION_OF_SMO",0.322916666666667,0.873249815770081,0.106729884364606,-0.232090927708376,-1.10511322959738,15
"22","REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.904081632653061,0.991163725962219,0.051218434854034,-0.154578492091928,-0.608303304266905,10
"23","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.0759493670886076,0.757245156800682,0.237793834423688,-0.165016803039158,-1.48752135590467,59
"24","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.983640081799591,0.995365430422177,0.0474483193656297,-0.0859666232054584,-0.559927806602055,29
"25","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.973782771535581,0.992405576239114,0.0438879842863647,0.110823818544877,0.533642768955423,16
"26","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.28,0.851176238118019,0.110122263835536,0.253772004885505,1.15244725618315,14
"27","REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.833976833976834,0.977148846960168,0.0523759084097997,0.171452947700708,0.716526962523243,12
