"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.271221532091097,0.67289154095054,0.11776578836269,0.0991720213198546,1.14818552427865,98
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.913894324853229,0.959650758350088,0.0487989701682839,-0.128859152356595,-0.632852611297936,17
"3","REACTOME_ABC_TRANSPORTER_DISORDERS",0.711764705882353,0.857840506600837,0.0605092988656667,-0.0829501775896463,-0.814556552844334,72
"4","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.214015151515152,0.616136666097052,0.128142916898415,-0.233761755646031,-1.22151130812241,19
"5","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.428571428571429,0.732542819499341,0.0878312634480124,0.230642344265476,1.00659043073227,13
"6","REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",0.181274900398406,0.576471281296024,0.144630528034484,0.324593742420567,1.24894647989329,10
"7","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.983772819472617,0.987324345896706,0.0470699590082662,0.0801444538946297,0.520528251720199,29
"8","REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",0.390438247011952,0.717728842917782,0.0925528864684773,0.273174872665535,1.05110096413645,10
"9","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.851546391752577,0.933845747168507,0.0544555953940371,0.122967529000631,0.693891594115967,22
"10","REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.636550308008214,0.819040581610154,0.0681513438679483,0.156724075768921,0.863438193894643,21
"11","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",0.958847736625514,0.979998789639312,0.0488970772260102,0.0716950347716938,0.581790263187968,47
"12","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.103515625,0.470113821138211,0.193813302725311,-0.208673271173271,-1.39631159112472,33
"13","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.18436873747495,0.57914699455408,0.143758989039275,0.281992278741587,1.26288569430702,14
"14","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.424489795918367,0.730700701333165,0.0891647117820678,0.155945040539884,0.994696559528643,28
"15","REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",0.250501002004008,0.659682833661303,0.120985142145252,0.152683116415307,1.16937992144871,41
"16","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.0271948939817946,0.227373850434253,0.352487857583619,-0.354738827696637,-1.67753624863264,16
"17","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.0166787493386992,0.171729345042903,0.352487857583619,0.296035655203576,1.79367738007451,26
"18","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.49498997995992,0.767683204624032,0.0797705918628453,0.2155679699467,0.965408367248121,14
"19","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.00587855582491138,0.0848955074974214,0.407017918923954,0.180642199920716,1.93901758323869,84
"20","REACTOME_ACTIVATION_OF_RAC1",0.471734892787524,0.754775828460039,0.0808589150280032,0.227586959685635,0.96671124405734,12
"21","REACTOME_ACTIVATION_OF_SMO",0.839175257731959,0.929445106173245,0.0551351763385257,0.153226589034449,0.71035916435879,15
"22","REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.882470119521912,0.945645709936012,0.051218434854034,0.173223381033228,0.666515412044972,10
"23","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",2.73257805626829e-08,1.89914174910646e-06,0.73376198835648,-0.377511344213009,-3.38587132574826,59
"24","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.0014999302207744,0.0297843286696631,0.45505986738723,-0.349744844998359,-2.18421074676545,29
"25","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.234592445328032,0.648922386081521,0.125033367555272,-0.272645674639755,-1.20937796745684,14
"26","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.621730382293763,0.815289114814996,0.0683110858318647,0.199290181970174,0.869760454217244,13
"27","REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.196850393700787,0.586828032648466,0.137250779610133,0.307849034636655,1.2491607028393,11
"28","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",0.0131736229324939,0.149480292866666,0.380730400722792,-0.0630037317295558,-1.81076154039486,623
"29","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",0.0577689243027888,0.333319059649724,0.266350657088526,0.414188697550327,1.59368295876393,10
"30","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",0.0523138832997988,0.321398001267272,0.282013350011725,0.360368866530326,1.57275479374131,13
"31","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.0395833333333333,0.30148401826484,0.332263053752429,0.274126213592233,1.6246709259841,25
"32","REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",0.161554192229039,0.557854044323782,0.156312403073186,0.126873250331044,1.28823270437277,76
"33","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.798767967145791,0.905433210464953,0.0572461135202884,0.133899104196134,0.737688833856545,21
"34","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.378818737270876,0.717728842917782,0.0956031492204301,0.208822387650712,1.03579080951939,17
"35","REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.0507324678508048,0.318726012712401,0.321775918075361,0.284118489393719,1.66887921283598,24
"36","REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING",0.531496062992126,0.78165600155129,0.0751181635276301,0.229552731153585,0.931457366189031,11
"37","REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",0.386503067484663,0.717728842917782,0.0946646223153342,-0.253286760782031,-1.04528201682541,12
"38","REACTOME_AGGREPHAGY",0.05,0.317714285714286,0.282013350011725,-0.231249566363699,-1.6064386930045,35
"39","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",0.675350701402806,0.840033534630783,0.0640703750499722,0.186550870894183,0.835457010256199,14
"40","REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",0.173824130879346,0.566340715175918,0.150169802128406,-0.311029447436084,-1.28357868806204,12
"41","REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY",0.261133603238866,0.669910801849344,0.118815039412263,-0.294654118560202,-1.16859111045896,11
"42","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.0522088353413655,0.321398001267272,0.282013350011725,0.235833940276766,1.54809695194217,30
"43","REACTOME_AMINO_ACIDS_REGULATE_MTORC1",0.189555125725339,0.580585084909977,0.13880510939114,-0.157193103951013,-1.27138293526226,48
"44","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0.5,0.773091239612188,0.0778840111977068,-0.15502777797044,-0.954902762562443,28
"45","REACTOME_AMYLOID_FIBER_FORMATION",0.965376782077393,0.982918995851943,0.0481183992657975,0.0761006562649398,0.561342238584354,38
"46","REACTOME_ANCHORING_FIBRIL_FORMATION",0.393814432989691,0.717728842917782,0.0940503465727813,0.221688500727802,1.02774889865589,15
"47","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.564612326043738,0.800827686939587,0.0725351864394589,0.0790646229646248,0.897478452916433,93
"48","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",0.239382239382239,0.654036978361303,0.121543282035469,-0.199888344094374,-1.19709264953213,26
"49","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.3515625,0.70630081300813,0.09754492162472,-0.18863161982428,-1.09124378480596,24
"50","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.00748783290970265,0.0959962779919241,0.407017918923954,-0.168634689862978,-1.910760125677,92
"51","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.0799220272904483,0.405173984332301,0.222056046145248,0.0750757487807506,1.45416023320452,282
"52","REACTOME_ANTIMICROBIAL_PEPTIDES",0.0928030303030303,0.444814524555904,0.20207170902116,-0.281775364354787,-1.47240421324894,19
"53","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.570552147239264,0.802970322382403,0.0734381410838857,0.0882185328521556,0.89574436577765,76
"54","REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",0.40081799591002,0.717728842917782,0.0925528864684773,0.0856603741757974,1.029258139453,104
"55","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",0.782608695652174,0.894409937888199,0.0564118388217596,-0.133070660087877,-0.747856207111811,23
"56","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",0.233009708737864,0.648922386081521,0.12384217120105,-0.222009595917575,-1.19939767328972,21
"57","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",0.540642722117202,0.782001401088538,0.0721797965581253,-0.0970621139160465,-0.92298110148137,66
"58","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",0.611909650924025,0.815289114814996,0.070113215764256,0.0841506449257727,0.869173129886044,80
"59","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.123287671232877,0.494931012313931,0.176694268938498,-0.193610665889553,-1.36671903286163,36
"60","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS",0.776892430278884,0.893386124581303,0.0571258510018113,0.193887945670628,0.746026911773663,10
