"","pathway","pval","padj","log2err","ES","NES","size"
"1","GO_2_OXOGLUTARATE_METABOLIC_PROCESS",0.198412698412698,0.384736309575538,0.137250779610133,-0.282159748538527,-1.25960759693829,14
"2","GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS",0.49290060851927,0.639347238953167,0.0806388495950661,-0.180247865885015,-0.956689252623032,20
"3","GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION",0.55952380952381,0.691539825172688,0.0728938564822936,-0.201786081489968,-0.90080630748247,14
"4","GO_3_UTR_MEDIATED_MRNA_STABILIZATION",0.703092783505155,0.787136897626468,0.0635007968065945,0.173416962281288,0.797269801733044,15
"5","GO_ACETYL_COA_BIOSYNTHETIC_PROCESS",0.253875968992248,0.443453887782541,0.11776578836269,0.215457517540315,1.16710917521706,21
"6","GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE",0.249484536082474,0.439031439763837,0.123257226381337,0.257779377238531,1.18511886195118,15
"7","GO_ACETYL_COA_METABOLIC_PROCESS",0.208494208494208,0.395168797220186,0.131457611642763,0.179624875886954,1.24327102053424,34
"8","GO_ACIDIC_AMINO_ACID_TRANSPORT",0.0352941176470588,0.131607964642092,0.341793380897475,0.17127690121557,1.6003988660046,63
"9","GO_ACID_SECRETION",0.551136363636364,0.686661599807544,0.0713052987340038,0.0825413889860155,0.910603914123966,89
"10","GO_ACROSOME_REACTION",0.908203125,0.926094014774412,0.0489954089862481,0.110936680211923,0.648134779562034,25
"11","GO_ACTIN_CYTOSKELETON_REORGANIZATION",0.0669456066945607,0.19723142633269,0.252961123069611,-0.139833200175804,-1.54370593389251,87
"12","GO_ACTIN_FILAMENT_BASED_MOVEMENT",0.00170169531329162,0.0152266937512748,0.45505986738723,-0.16753090886121,-2.12522851692756,117
"13","GO_ACTIN_FILAMENT_BASED_PROCESS",0.00051791697835881,0.00620212023338137,0.477270815362862,0.0835865396199986,2.44041593800243,642
"14","GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION",0.13421550094518,0.306102520454221,0.165656695205483,0.101301881261532,1.3644874571044,135
"15","GO_ACTIN_FILAMENT_DEPOLYMERIZATION",0.148936170212766,0.325013020582165,0.158514105424824,0.166188947817082,1.33481997658254,45
"16","GO_ACTIN_FILAMENT_ORGANIZATION",0.0183376264810629,0.0821184501207786,0.352487857583619,0.0836443925592618,1.76041429454502,332
"17","GO_ACTIN_FILAMENT_POLYMERIZATION",0.00471340522507765,0.0330762868127169,0.407017918923954,0.140292549420006,1.95310440732375,146
"18","GO_ACTIN_MEDIATED_CELL_CONTRACTION",0.013877647188659,0.0684271888338888,0.380730400722792,-0.164989987746197,-1.87392413370335,95
"19","GO_ACTIN_NUCLEATION",0.0927021696252465,0.242906399798167,0.206587922696891,0.17971185441065,1.4159971442977,44
"20","GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION",0.00428747188194132,0.0308058054323366,0.407017918923954,0.127340467334103,1.94818479500736,172
"21","GO_ACTION_POTENTIAL",0.130681818181818,0.302453015734266,0.16823816568964,0.107016452855814,1.33230291261086,112
"22","GO_ACTIVATED_T_CELL_PROLIFERATION",0.739754098360656,0.813239604820324,0.0607719451853533,-0.125130274572118,-0.773351267125572,27
"23","GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY",0.589941972920696,0.712426497227099,0.0689567351672811,0.140968256418172,0.887439519756173,29
"24","GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",0.220238095238095,0.407779304029304,0.129442887745046,-0.275968684821245,-1.23196966866606,14
"25","GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",0.0543933054393305,0.172176359628672,0.282013350011725,-0.15538883732655,-1.56498628097139,72
"26","GO_ACTIVATION_OF_GTPASE_ACTIVITY",0.0734463276836158,0.209089663790022,0.227987202850442,0.140142722035938,1.48761102856561,81
"27","GO_ACTIVATION_OF_IMMUNE_RESPONSE",2.00793992299897e-07,1.51034731083078e-05,0.690132458796796,-0.133643771509484,-3.36888528173975,462
"28","GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",0.0240235935928606,0.101714669794222,0.352487857583619,-0.0917253183467017,-1.74318072867996,251
"29","GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY",0.207364341085271,0.394098672713974,0.132147260608774,0.191441997667558,1.23408417458733,30
"30","GO_ACTIVATION_OF_MAPKKK_ACTIVITY",0.260437375745527,0.448711376240854,0.11776578836269,0.29477348660078,1.17832364688838,11
"31","GO_ACTIVATION_OF_MAPKK_ACTIVITY",0.00131989866277495,0.0124563178936191,0.45505986738723,0.278817316879209,2.23944449541341,45
"32","GO_ACTIVATION_OF_MAPK_ACTIVITY",0.0627615062761506,0.189070019532784,0.261663521711573,-0.116364688576756,-1.54468854562356,124
"33","GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY",0.404517453798768,0.574269248772418,0.0922597260527354,-0.204259792495087,-1.03688550612483,18
"34","GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY",0.700413223140496,0.785964861584696,0.0637845390312975,-0.145031886443119,-0.806768892379122,22
"35","GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY",0.0208627376653045,0.0910545957577298,0.352487857583619,0.0895714734280113,1.71437447321667,277
"36","GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY",0.0632411067193676,0.189874802788946,0.252961123069611,0.330323954354224,1.61695572363941,17
"37","GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY",0.134241245136187,0.306102520454221,0.16823816568964,0.227017850712485,1.37936172394989,27
"38","GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY",0.834645669291339,0.877672401041613,0.0532386494755899,-0.166058394160584,-0.692734416353278,12
"39","GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",0.189555125725339,0.374289735538056,0.13880510939114,0.187205768382118,1.2707835964539,33
"40","GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.0520231213872832,0.166737221277218,0.276500599254472,0.104610187615437,1.54954078480487,162
"41","GO_ACUTE_INFLAMMATORY_RESPONSE",9.06990935290043e-05,0.00163530125935815,0.538434096309916,-0.273680473237243,-2.59931116976287,63
"42","GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0.0225825974412134,0.0972384830787133,0.352487857583619,-0.41762196062304,-1.8148344712745,13
"43","GO_ACUTE_PHASE_RESPONSE",0.000158751017871649,0.00248222072568047,0.518848077743792,-0.45755427395952,-2.48531054849048,21
"44","GO_ACYLGLYCEROL_HOMEOSTASIS",0.363636363636364,0.543748993156861,0.0988903007520636,-0.193114024424454,-1.07423540718334,22
"45","GO_ADAPTATION_OF_SIGNALING_PATHWAY",0.308467741935484,0.49847724393334,0.107554375265169,-0.223640713419411,-1.11700424184563,17
"46","GO_ADAPTIVE_IMMUNE_RESPONSE",2.53934983846572e-12,1.11131182930673e-09,0.898671232061694,-0.228664168245258,-4.39596816518399,263
"47","GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",7.57013602417308e-09,9.1106587050923e-07,0.747739663149885,-0.232203449738442,-3.60626659976466,176
"48","GO_ADAPTIVE_THERMOGENESIS",0.181467181467181,0.36418907486464,0.142056643575821,0.0966013355574982,1.26763865080937,127
"49","GO_ADENOSINE_RECEPTOR_SIGNALING_PATHWAY",0.996062992125984,0.996375556940693,0.0451344222209097,-0.110345772934444,-0.460321894579282,12
"50","GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.28735632183908,0.476354453627181,0.108820126769161,0.112050943270003,1.13264318093801,74
"51","GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.698656429942418,0.784908297256196,0.0603786357920401,0.082959525650941,0.822405314050084,71
