,CARseq Astro,CARseq Exc,CARseq Inh,CARseq Micro,CARseq Oligo,CARseq OPC,TOAST Astro,TOAST Exc,TOAST Inh,TOAST Micro,TOAST Oligo,TOAST OPC,DESeq2 bulk
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.527099599566662,-0.148804724745061,-0.16517339034824,0.749387619599709,0.229831411702358,0.758356876259415,2.8894028540322,-0.127300586463676,0.092926984341979,0.240603929087639,0.493245358415245,0.498808568892639,0.101994332545998
REACTOME_NEURONAL_SYSTEM,-33.0219689133515,0.246755285205246,2.71813945458271,-25.844991953089,-15.7412632808263,2.98264961084743,2.82306824206789,0.117064205269689,-1.99214028044648,-1.29907035482532,-0.372576723387222,-1.46795865182894,-0.441266631795409
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,-1.52848996080293,-0.27367364735427,0.285849225520054,-3.13871752354756,-1.45802620735073,0.399221902272795,2.37494424406413,0.124051792101188,-0.158021822015549,-0.528345260087443,-0.511450320248096,-0.138115252939364,-0.0769464956812933
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,1.04493329831158,0.481948750313825,-0.353419386981727,2.84453379340746,1.19195627000073,-0.464035741161888,0.357485732974004,0.993761996298668,0.986496279205892,1.09362321830704,2.35988933093313,-0.192886613337173,0.284015195755266
REACTOME_ATTENUATION_PHASE,5.54660060617621,1.01642557674772,-0.699583501375323,1.39418200642061,-0.3276994240015,-0.760074101668023,0.592807329714691,0.993761996298668,0.518586287861196,-0.680425714515895,2.99755490336984,1.02495530489831,1.19501738115161
REACTOME_HSF1_ACTIVATION,4.0086378436838,0.503543200122054,-0.418122915614572,2.08429700309846,0.964095582985152,-1.70394107619378,-0.156722836373176,0.993761996298668,0.326504508001646,-0.250445652305387,1.73592772827484,0.428341226844611,1.35010726530354
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,3.73088065263598,-0.0654200727397091,-0.286116866361293,1.42039008644165,4.24207375149747,-5.36878608397065,-2.36316848884729,0.23137865149735,1.99214028044648,0.364767034923514,-0.590748446611842,-0.398457333905219,0.622230260661813
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,3.08179190451561,-0.0576392246884007,-0.257994144604329,1.28461699412036,3.35191957380482,-4.98521423554651,-1.75692405877603,0.295127726477024,1.99214028044648,0.559995149339715,-0.452953736429382,-0.356405238643639,0.349927868343809
REACTOME_COMPLEX_I_BIOGENESIS,1.69756400650409,0.026367146503462,0.331347058237547,0.945436327219121,1.65892063650696,-1.69377867477561,-0.932973203074617,0.16344868340818,1.41517461793143,0.40495143480362,-0.28219098481107,-0.300886184780882,0.622230260661813
REACTOME_INNATE_IMMUNE_SYSTEM,2.64739134218653,-0.187029028572849,-10.4973366114876,10.805941125629,1.90919537743855,-18.2287268345053,-3.68644273679808,-0.240303761699042,-1.99214028044648,15.6138975433866,1.02381865967795,-1.43838658299693,0.183199815630469
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.604266202955142,0.307784434822968,0.303734017084967,3.60945608468981,2.33870420194774,-3.63904555552891,-0.499170167256097,0.16344868340818,0.0949023750558939,12.3786323761594,1.63647256186082,-0.606108185456277,-0.202455942952749
REACTOME_HIV_INFECTION,1.16234124400133,-0.026367146503462,0.303734017084967,4.96251170001782,2.60055409529592,1.09096875431083,-1.16830444030936,0.123861794798217,0.0747519669382273,12.3562629626619,1.58152102418173,-1.23609148088348,-0.177599576972705
REACTOME_DEUBIQUITINATION,1.26776940010475,-0.116336419329365,-0.659066613964411,4.24760544341029,4.2797158730976,2.33600784701391,0.274569021596934,-0.239196904508387,-0.117779770977059,6.15391505349958,6.75786078456519,0.495656780100865,-0.336355061154535
REACTOME_CHROMATIN_MODIFYING_ENZYMES,2.50573718261751,0.246755285205246,0.368052733944289,4.0848095239378,1.69531410365367,3.65418606529819,2.86118444341164,0.0677459164060118,0.0861487516856536,0.740918408676791,6.75786078456519,-0.217218458286446,0.0896680059115271
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0.87781294657388,-0.390252868419929,-0.667189296819574,3.77737090610194,3.26666813872117,1.51978018989308,-0.160948498585817,0.239196904508387,-0.0857048348489716,7.55330290627693,5.5848484866823,0.640862940995862,-0.449309858432233
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,0.439178186834644,-0.162259131819585,0.331347058237547,-0.707705198748629,1.21787823528436,1.85606758111448,0.726495041931256,-0.124051792101188,0.196564642466388,0.744338067934929,0.393926357028206,1.24112620514336,-0.195941965145624
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,-0.767236823204589,-0.122329780861306,-3.31607512734177,1.32691051464396,-4.0004058282418,-2.40152009853746,0.345549792210395,-0.0813747483223718,-0.818156136189541,0.748133960805301,-1.56914299128767,1.12534440752423,0.133448775059094
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.508958807961558,-0.233798490054824,0.303734017084967,0.74102201620078,1.53992647213229,2.06302567838272,0.755550979363753,-0.125670730586949,0.130310791471666,1.40092869151636,0.515148547173007,1.1108923777582,-0.151988811008701
