"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.00115176333243673,0.00767805081572755,0.45505986738723,0.198416620021614,2.29721132889227,98
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.407045009784736,0.526931374715514,0.0891647117820678,-0.210018382352941,-1.03144153334814,17
"3","REACTOME_ABC_TRANSPORTER_DISORDERS",0.000142375065788469,0.00135317156544254,0.518848077743792,0.256191310271007,2.56253154707995,72
"4","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.0249069748970991,0.0862821061855895,0.352487857583619,0.333612591120624,1.73509571944868,19
"5","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.000242097470079219,0.0021261978129069,0.518848077743792,-0.551836868739644,-2.38257251238786,13
"6","REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",0.81,0.849371661954131,0.0553642837725362,-0.189861751152074,-0.729679752689432,10
"7","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.718052738336714,0.778240394766497,0.0617054053637522,0.122998439603271,0.798859554463733,29
"8","REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",0.112,0.232826389021071,0.188204146308491,-0.356099927237448,-1.368568999615,10
"9","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.222680412371134,0.362018448182311,0.131457611642763,0.217371256613115,1.22660094898297,22
"10","REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.61747572815534,0.69880537580886,0.0668966276500666,-0.161147627367779,-0.870593401705174,21
"11","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",0.0699588477366255,0.169217391304348,0.245041785430996,0.181974966034786,1.47668891883709,47
"12","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.126530612244898,0.253568090912489,0.178219874951973,0.19531857031857,1.34750246307444,33
"13","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.855711422845691,0.882700465866799,0.0529129848430583,0.153167171482634,0.68595009255607,14
"14","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.459183673469388,0.56734693877551,0.0847985102819124,0.153271280838402,0.977641964096412,28
