"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.83960396039604,0.945474807301394,0.0532386494755899,-0.0600727606619411,-0.702946620698602,98
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.439834024896266,0.874168399168399,0.0880945010398517,-0.201791124830959,-1.02248725769851,17
"3","REACTOME_ABC_TRANSPORTER_DISORDERS",0.432539682539683,0.874168399168399,0.0865399737444125,0.100381213290322,0.988432664167541,72
"4","REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT",0.504854368932039,0.874550918360477,0.0770736734944102,0.185908236831894,0.956489654296526,19
"5","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.413861386138614,0.874168399168399,0.0888945288620449,0.238785315160061,1.04015966010843,13
"6","REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",0.344969199178645,0.874168399168399,0.101713902282311,-0.278206060606061,-1.08477289993267,10
"7","REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS",0.813417190775681,0.945408132672029,0.0573667426768556,-0.113753275744929,-0.727578982210318,29
"8","REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3",0.498973305954825,0.874168399168399,0.0806388495950661,-0.241163636363636,-0.940338167351878,10
"9","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.491902834008097,0.874168399168399,0.0806388495950661,-0.16678794935235,-0.951058302067572,22
"10","REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",0.98155737704918,0.997967479674797,0.0476387259290825,-0.101944124889696,-0.564118935516518,21
"11","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",0.731160896130346,0.93915049643637,0.0610363728309177,-0.0972690143814409,-0.79564172771051,47
"12","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.424430641821946,0.874168399168399,0.0899860794997137,-0.146689200518926,-1.01213280154299,33
"13","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.704633204633205,0.93838577670913,0.0602484086158019,0.179934463480363,0.809633975774846,14
"14","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.816067653276956,0.945408132672029,0.057609110864425,-0.11588815173762,-0.725394447238116,28
"15","REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP",0.403361344537815,0.874168399168399,0.0937465422491719,-0.135843496921907,-1.02750166456873,41
"16","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.441056910569106,0.874168399168399,0.086794975677172,-0.205656797128862,-1.00995788254225,16
"17","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.863731656184486,0.952846827060664,0.0545680646670941,-0.116496900159378,-0.69722397447176,26
