"","pathway","pval","padj","log2err","ES","NES","size"
"1","GO_2_OXOGLUTARATE_METABOLIC_PROCESS",0.157894736842105,0.409467421935043,0.157402899305283,0.29342168190356,1.30739638076928,14
"2","GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS",0.0223015250856041,0.147497672807547,0.352487857583619,-0.336792554033828,-1.77710073417947,19
"3","GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION",0.677165354330709,0.815906263993234,0.0630790410571939,-0.181314416019185,-0.826954363387906,14
"4","GO_3_UTR_MEDIATED_MRNA_STABILIZATION",0.66804979253112,0.811499104403497,0.0662842187012672,0.181562348374575,0.828044829107545,15
"5","GO_ACETYL_COA_BIOSYNTHETIC_PROCESS",0.204498977505112,0.46516726619403,0.137250779610133,0.232333527470394,1.25415619100911,21
"6","GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE",0.358921161825726,0.607070922489988,0.0999276973731092,0.232265890344493,1.05928663734308,15
"7","GO_ACETYL_COA_METABOLIC_PROCESS",0.159680638722555,0.411649818642285,0.155241966228839,0.189564976063276,1.32277296825664,35
"8","GO_ACIDIC_AMINO_ACID_TRANSPORT",0.00525787973174535,0.0596017336021725,0.407017918923954,-0.22320690493557,-2.0129443342051,60
"9","GO_ACID_SECRETION",8.15047555796376e-06,0.000459782709416897,0.593325476396405,-0.260002166652806,-2.85702920281734,89
"10","GO_ACROSOME_REACTION",0.536,0.731224825889403,0.0755015292281669,-0.156387352634743,-0.938756429718101,26
"11","GO_ACTIN_CYTOSKELETON_REORGANIZATION",0.502032520325203,0.708847448456817,0.0797705918628453,0.0868846222218197,0.943040929236475,86
"12","GO_ACTIN_FILAMENT_BASED_MOVEMENT",0.0186610999336827,0.129306321072266,0.352487857583619,-0.140442297915608,-1.76244961492594,112
"13","GO_ACTIN_FILAMENT_BASED_PROCESS",0.00926474861092725,0.0847795221171682,0.380730400722792,0.0657013990430295,1.86739721688223,633
